gid_0,gid_1,outcome,predicted,predicted_error,date
COL,COL.30_2,mobile_fm_ratio,1.05,0.11,2024-05
COL,COL.30_2,internet_women,85.11,24.3,2024-05
COL,COL.30_2,internet_men,91.94,22.49,2024-05
COL,COL.30_2,internet_fm_ratio,1.03,0.19,2024-05
COL,COL.30_2,mobile_women,88.32,15.19,2024-06
COL,COL.30_2,mobile_men,89.13,7.07,2024-06
COL,COL.30_2,mobile_fm_ratio,1.05,0.11,2024-06
COL,COL.30_2,internet_women,84.92,23.89,2024-06
COL,COL.30_2,internet_men,91.89,22.3,2024-06
COL,COL.30_2,internet_fm_ratio,1.03,0.18,2024-06
COL,COL.30_2,mobile_women,88.37,15.13,2024-07
COL,COL.30_2,mobile_men,89.01,7.08,2024-07
COL,COL.30_2,mobile_fm_ratio,1.05,0.11,2024-07
COL,COL.30_2,internet_women,84.7,24.1,2024-07
COL,COL.30_2,internet_men,91.63,22.42,2024-07
COL,COL.30_2,internet_fm_ratio,1,0.18,2024-07
COL,COL.30_2,mobile_women,88.38,15.04,2024-08
COL,COL.30_2,mobile_men,88.94,7.09,2024-08
COL,COL.30_2,mobile_fm_ratio,1.05,0.11,2024-08
COL,COL.30_2,internet_women,83.82,23.37,2024-08
COL,COL.30_2,internet_men,90.99,22.16,2024-08
COL,COL.30_2,internet_fm_ratio,1,0.18,2024-08
COL,COL.30_2,mobile_women,88.42,15.01,2024-09
COL,COL.30_2,mobile_men,88.82,7.08,2024-09
COL,COL.30_2,mobile_fm_ratio,1.05,0.11,2024-09
COL,COL.30_2,internet_women,84.1,23.55,2024-09
COL,COL.30_2,internet_men,91.27,22,2024-09
COL,COL.30_2,internet_fm_ratio,1,0.18,2024-09
COL,COL.30_2,mobile_women,88.44,15.06,2024-10
COL,COL.30_2,mobile_men,88.86,7.07,2024-10
COL,COL.30_2,mobile_fm_ratio,1.05,0.11,2024-10
COL,COL.30_2,internet_women,84.77,24.25,2024-10
COL,COL.30_2,internet_men,91.9,22.18,2024-10
COL,COL.30_2,internet_fm_ratio,1,0.18,2024-10
COL,COL.30_2,mobile_women,88.41,15.11,2024-11
COL,COL.30_2,mobile_men,89.1,7.07,2024-11
COL,COL.30_2,mobile_fm_ratio,1.05,0.11,2024-11
COL,COL.30_2,internet_women,84.56,23.94,2024-11
COL,COL.30_2,internet_men,91.76,22.21,2024-11
COL,COL.30_2,internet_fm_ratio,1,0.18,2024-11
COL,COL.31_2,mobile_women,91.53,14.23,2015-01
COL,COL.31_2,mobile_men,89.59,7.07,2015-01
COL,COL.31_2,mobile_fm_ratio,0.99,0.11,2015-01
COL,COL.31_2,internet_women,78.77,20.88,2015-01
COL,COL.31_2,internet_men,86.65,21.07,2015-01
COL,COL.31_2,internet_fm_ratio,0.92,0.17,2015-01
COL,COL.31_2,mobile_women,92.27,14.32,2016-01
COL,COL.31_2,mobile_men,89.62,7.07,2016-01
COL,COL.31_2,mobile_fm_ratio,1,0.11,2016-01
COL,COL.31_2,internet_women,79.2,21.08,2016-01
COL,COL.31_2,internet_men,86.89,21.26,2016-01
COL,COL.31_2,internet_fm_ratio,0.92,0.18,2016-01
COL,COL.31_2,mobile_women,92.58,14.4,2017-01
COL,COL.31_2,mobile_men,89.62,7.07,2017-01
COL,COL.31_2,mobile_fm_ratio,1,0.11,2017-01
COL,COL.31_2,internet_women,79.77,21.25,2017-01
COL,COL.31_2,internet_men,87.28,21.36,2017-01
COL,COL.31_2,internet_fm_ratio,0.92,0.18,2017-01
COL,COL.31_2,mobile_women,92.79,14.46,2018-01
COL,COL.31_2,mobile_men,89.65,7.07,2018-01
COL,COL.31_2,mobile_fm_ratio,1.01,0.11,2018-01
COL,COL.31_2,internet_women,80.76,21.38,2018-01
COL,COL.31_2,internet_men,88.31,21.45,2018-01
COL,COL.31_2,internet_fm_ratio,0.92,0.18,2018-01
COL,COL.31_2,mobile_women,93.73,14.39,2019-06
COL,COL.31_2,mobile_men,89.87,7.08,2019-06
COL,COL.31_2,mobile_fm_ratio,1.02,0.11,2019-06
COL,COL.31_2,internet_women,81.71,21.15,2019-06
COL,COL.31_2,internet_men,88.7,21.31,2019-06
COL,COL.31_2,internet_fm_ratio,0.93,0.18,2019-06
COL,COL.31_2,mobile_women,94.54,14.62,2020-06
COL,COL.31_2,mobile_men,90.75,7.08,2020-06
COL,COL.31_2,mobile_fm_ratio,1.02,0.11,2020-06
COL,COL.31_2,internet_women,82.75,21.83,2020-06
COL,COL.31_2,internet_men,89.39,21.83,2020-06
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2020-06
COL,COL.31_2,mobile_women,94.39,14.87,2021-06
COL,COL.31_2,mobile_men,90.38,7.07,2021-06
COL,COL.31_2,mobile_fm_ratio,1.03,0.11,2021-06
COL,COL.31_2,internet_women,84.42,22.53,2021-06
COL,COL.31_2,internet_men,91.62,22.41,2021-06
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2021-06
COL,COL.31_2,mobile_women,93.41,14.9,2022-06
COL,COL.31_2,mobile_men,89.5,7.07,2022-06
COL,COL.31_2,mobile_fm_ratio,1.04,0.11,2022-06
COL,COL.31_2,internet_women,85.5,22.69,2022-06
COL,COL.31_2,internet_men,92.71,22.38,2022-06
COL,COL.31_2,internet_fm_ratio,0.94,0.18,2022-06
COL,COL.31_2,mobile_women,94,14.48,2023-06
COL,COL.31_2,mobile_men,89.5,7.08,2023-06
COL,COL.31_2,mobile_fm_ratio,1.04,0.11,2023-06
COL,COL.31_2,internet_women,83.28,21.63,2023-06
COL,COL.31_2,internet_men,91.04,21.54,2023-06
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2023-06
COL,COL.31_2,mobile_women,94.19,15.15,2024-01
COL,COL.31_2,mobile_men,89.31,7.08,2024-01
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-01
COL,COL.31_2,internet_women,87.81,23.55,2024-01
COL,COL.31_2,internet_men,94.79,22.91,2024-01
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-01
COL,COL.31_2,mobile_women,94.15,15.23,2024-02
COL,COL.31_2,mobile_men,89.3,7.08,2024-02
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-02
COL,COL.31_2,internet_women,88.21,23.78,2024-02
COL,COL.31_2,internet_men,95.1,23.08,2024-02
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-02
COL,COL.31_2,mobile_women,94.17,15.2,2024-03
COL,COL.31_2,mobile_men,89.34,7.08,2024-03
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-03
COL,COL.31_2,internet_women,88.04,23.64,2024-03
COL,COL.31_2,internet_men,94.99,22.98,2024-03
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-03
COL,COL.31_2,mobile_women,94.15,15.24,2024-04
COL,COL.31_2,mobile_men,89.44,7.08,2024-04
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-04
COL,COL.31_2,internet_women,88.13,23.61,2024-04
COL,COL.31_2,internet_men,94.87,22.98,2024-04
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-04
COL,COL.31_2,mobile_women,94.15,15.26,2024-05
COL,COL.31_2,mobile_men,89.52,7.07,2024-05
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-05
COL,COL.31_2,internet_women,88.35,23.63,2024-05
COL,COL.31_2,internet_men,94.99,22.97,2024-05
COL,COL.31_2,internet_fm_ratio,0.98,0.18,2024-05
COL,COL.31_2,mobile_women,94.13,15.27,2024-06
COL,COL.31_2,mobile_men,89.44,7.07,2024-06
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-06
COL,COL.31_2,internet_women,88.69,23.93,2024-06
COL,COL.31_2,internet_men,95.34,23.07,2024-06
COL,COL.31_2,internet_fm_ratio,0.98,0.18,2024-06
COL,COL.31_2,mobile_women,94.2,15.22,2024-07
COL,COL.31_2,mobile_men,89.51,7.08,2024-07
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-07
COL,COL.31_2,internet_women,87.98,23.59,2024-07
COL,COL.31_2,internet_men,94.81,23.04,2024-07
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-07
COL,COL.31_2,mobile_women,94.23,15.12,2024-08
COL,COL.31_2,mobile_men,89.43,7.09,2024-08
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-08
COL,COL.31_2,internet_women,87.42,23.27,2024-08
COL,COL.31_2,internet_men,94.41,22.88,2024-08
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-08
COL,COL.31_2,mobile_women,94.2,15.09,2024-09
COL,COL.31_2,mobile_men,89.25,7.08,2024-09
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-09
COL,COL.31_2,internet_women,87.66,23.47,2024-09
COL,COL.31_2,internet_men,94.72,22.77,2024-09
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-09
COL,COL.31_2,mobile_women,94.15,15.14,2024-10
COL,COL.31_2,mobile_men,89.28,7.07,2024-10
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-10
COL,COL.31_2,internet_women,88.14,23.78,2024-10
COL,COL.31_2,internet_men,95,22.85,2024-10
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-10
COL,COL.31_2,mobile_women,94.2,15.19,2024-11
COL,COL.31_2,mobile_men,89.56,7.07,2024-11
COL,COL.31_2,mobile_fm_ratio,1.05,0.11,2024-11
COL,COL.31_2,internet_women,87.98,23.59,2024-11
COL,COL.31_2,internet_men,94.83,22.92,2024-11
COL,COL.31_2,internet_fm_ratio,0.95,0.18,2024-11
COL,COL.32_2,mobile_women,78.29,14.12,2015-01
COL,COL.32_2,mobile_men,74.33,7.07,2015-01
COL,COL.32_2,mobile_fm_ratio,0.92,0.11,2015-01
COL,COL.32_2,internet_women,54.76,16.64,2015-01
COL,COL.32_2,internet_men,65.94,17.32,2015-01
COL,COL.32_2,internet_fm_ratio,0.97,0.16,2015-01
COL,COL.32_2,mobile_women,79.1,14.21,2016-01
COL,COL.32_2,mobile_men,74.44,7.07,2016-01
COL,COL.32_2,mobile_fm_ratio,0.93,0.11,2016-01
COL,COL.32_2,internet_women,56.46,16.9,2016-01
COL,COL.32_2,internet_men,66.26,17.5,2016-01
COL,COL.32_2,internet_fm_ratio,1.04,0.16,2016-01
COL,COL.32_2,mobile_women,79.82,14.29,2017-01
COL,COL.32_2,mobile_men,74.34,7.07,2017-01
COL,COL.32_2,mobile_fm_ratio,0.94,0.11,2017-01
COL,COL.32_2,internet_women,57.19,16.98,2017-01
COL,COL.32_2,internet_men,66.53,17.63,2017-01
COL,COL.32_2,internet_fm_ratio,1.04,0.16,2017-01
COL,COL.32_2,mobile_women,80.43,14.34,2018-01
COL,COL.32_2,mobile_men,74.2,7.07,2018-01
COL,COL.32_2,mobile_fm_ratio,0.95,0.11,2018-01
COL,COL.32_2,internet_women,58.57,17.05,2018-01
COL,COL.32_2,internet_men,66.83,17.71,2018-01
COL,COL.32_2,internet_fm_ratio,1.05,0.16,2018-01
COL,COL.32_2,mobile_women,81.39,14.27,2019-06
COL,COL.32_2,mobile_men,74.41,7.08,2019-06
COL,COL.32_2,mobile_fm_ratio,0.95,0.11,2019-06
COL,COL.32_2,internet_women,58.07,16.77,2019-06
COL,COL.32_2,internet_men,68.24,17.58,2019-06
COL,COL.32_2,internet_fm_ratio,0.97,0.16,2019-06
COL,COL.32_2,mobile_women,81.99,14.5,2020-06
COL,COL.32_2,mobile_men,75.62,7.08,2020-06
COL,COL.32_2,mobile_fm_ratio,0.92,0.11,2020-06
COL,COL.32_2,internet_women,59.22,17.29,2020-06
COL,COL.32_2,internet_men,67.56,18.09,2020-06
COL,COL.32_2,internet_fm_ratio,1.07,0.17,2020-06
COL,COL.32_2,mobile_women,82.81,14.75,2021-06
COL,COL.32_2,mobile_men,76.52,7.07,2021-06
COL,COL.32_2,mobile_fm_ratio,0.96,0.11,2021-06
COL,COL.32_2,internet_women,61.37,17.83,2021-06
COL,COL.32_2,internet_men,71.4,18.66,2021-06
COL,COL.32_2,internet_fm_ratio,1.12,0.17,2021-06
COL,COL.32_2,mobile_women,83.06,14.78,2022-06
COL,COL.32_2,mobile_men,75.34,7.07,2022-06
COL,COL.32_2,mobile_fm_ratio,0.97,0.11,2022-06
COL,COL.32_2,internet_women,62.79,17.94,2022-06
COL,COL.32_2,internet_men,72.24,18.63,2022-06
COL,COL.32_2,internet_fm_ratio,1.12,0.17,2022-06
COL,COL.32_2,mobile_women,82.62,14.36,2023-06
COL,COL.32_2,mobile_men,74.8,7.08,2023-06
COL,COL.32_2,mobile_fm_ratio,0.97,0.11,2023-06
COL,COL.32_2,internet_women,60.68,17.07,2023-06
COL,COL.32_2,internet_men,69.86,17.78,2023-06
COL,COL.32_2,internet_fm_ratio,1.08,0.17,2023-06
COL,COL.32_2,mobile_women,84.59,15.03,2024-01
COL,COL.32_2,mobile_men,75.55,7.08,2024-01
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-01
COL,COL.32_2,internet_women,63.88,18.82,2024-01
COL,COL.32_2,internet_men,74.15,19.27,2024-01
COL,COL.32_2,internet_fm_ratio,1.13,0.17,2024-01
COL,COL.32_2,mobile_women,84.76,15.11,2024-02
COL,COL.32_2,mobile_men,75.67,7.08,2024-02
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-02
COL,COL.32_2,internet_women,64.09,19,2024-02
COL,COL.32_2,internet_men,74.6,19.43,2024-02
COL,COL.32_2,internet_fm_ratio,1.12,0.17,2024-02
COL,COL.32_2,mobile_women,84.69,15.08,2024-03
COL,COL.32_2,mobile_men,75.68,7.08,2024-03
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-03
COL,COL.32_2,internet_women,63.95,18.89,2024-03
COL,COL.32_2,internet_men,74.64,19.34,2024-03
COL,COL.32_2,internet_fm_ratio,1.12,0.17,2024-03
COL,COL.32_2,mobile_women,84.69,15.12,2024-04
COL,COL.32_2,mobile_men,75.86,7.08,2024-04
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-04
COL,COL.32_2,internet_women,64.05,18.86,2024-04
COL,COL.32_2,internet_men,74.74,19.35,2024-04
COL,COL.32_2,internet_fm_ratio,1.12,0.17,2024-04
COL,COL.32_2,mobile_women,84.7,15.14,2024-05
COL,COL.32_2,mobile_men,76.02,7.07,2024-05
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-05
COL,COL.32_2,internet_women,64.33,18.87,2024-05
COL,COL.32_2,internet_men,74.95,19.34,2024-05
COL,COL.32_2,internet_fm_ratio,1.15,0.17,2024-05
COL,COL.32_2,mobile_women,84.66,15.15,2024-06
COL,COL.32_2,mobile_men,76.18,7.07,2024-06
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-06
COL,COL.32_2,internet_women,64.13,18.93,2024-06
COL,COL.32_2,internet_men,75.06,19.3,2024-06
COL,COL.32_2,internet_fm_ratio,1.15,0.17,2024-06
COL,COL.32_2,mobile_women,84.42,15.1,2024-07
COL,COL.32_2,mobile_men,75.7,7.08,2024-07
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-07
COL,COL.32_2,internet_women,63.77,18.38,2024-07
COL,COL.32_2,internet_men,73.64,19.21,2024-07
COL,COL.32_2,internet_fm_ratio,1.14,0.17,2024-07
COL,COL.32_2,mobile_women,84.22,15,2024-08
COL,COL.32_2,mobile_men,75.32,7.09,2024-08
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-08
COL,COL.32_2,internet_women,63.87,18.18,2024-08
COL,COL.32_2,internet_men,73.21,19.12,2024-08
COL,COL.32_2,internet_fm_ratio,1.14,0.17,2024-08
COL,COL.32_2,mobile_women,84.32,14.97,2024-09
COL,COL.32_2,mobile_men,75.61,7.08,2024-09
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-09
COL,COL.32_2,internet_women,63.18,18.57,2024-09
COL,COL.32_2,internet_men,74.21,19.04,2024-09
COL,COL.32_2,internet_fm_ratio,1.11,0.17,2024-09
COL,COL.32_2,mobile_women,84.32,15.02,2024-10
COL,COL.32_2,mobile_men,75.87,7.07,2024-10
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-10
COL,COL.32_2,internet_women,63.36,18.65,2024-10
COL,COL.32_2,internet_men,74.35,19.09,2024-10
COL,COL.32_2,internet_fm_ratio,1.11,0.17,2024-10
COL,COL.32_2,mobile_women,83.82,15.07,2024-11
COL,COL.32_2,mobile_men,75.42,7.07,2024-11
COL,COL.32_2,mobile_fm_ratio,0.98,0.11,2024-11
COL,COL.32_2,internet_women,60.96,17.5,2024-11
COL,COL.32_2,internet_men,71.3,19.09,2024-11
COL,COL.32_2,internet_fm_ratio,1.04,0.17,2024-11
COM,COM.3_1,mobile_women,57.17,10.56,2015-01
COM,COM.3_1,mobile_men,78.5,6.88,2015-01
COM,COM.3_1,mobile_fm_ratio,0.76,0.11,2015-01
COM,COM.3_1,internet_women,18.21,7.06,2015-01
COM,COM.3_1,internet_men,31.61,10.21,2015-01
COM,COM.3_1,internet_fm_ratio,0.54,0.16,2015-01
COM,COM.3_1,mobile_women,58.56,10.67,2016-01
COM,COM.3_1,mobile_men,80.36,6.9,2016-01
COM,COM.3_1,mobile_fm_ratio,0.76,0.11,2016-01
COM,COM.3_1,internet_women,18.87,7.35,2016-01
COM,COM.3_1,internet_men,33.24,10.46,2016-01
COM,COM.3_1,internet_fm_ratio,0.55,0.16,2016-01
COM,COM.3_1,mobile_women,61.27,10.79,2017-01
COM,COM.3_1,mobile_men,81.06,6.93,2017-01
COM,COM.3_1,mobile_fm_ratio,0.79,0.11,2017-01
COM,COM.3_1,internet_women,23.97,7.65,2017-01
COM,COM.3_1,internet_men,35.19,10.75,2017-01
COM,COM.3_1,internet_fm_ratio,0.58,0.17,2017-01
COM,COM.3_1,mobile_women,62.49,10.91,2018-01
COM,COM.3_1,mobile_men,81.29,6.95,2018-01
COM,COM.3_1,mobile_fm_ratio,0.82,0.11,2018-01
COM,COM.3_1,internet_women,23.84,7.97,2018-01
COM,COM.3_1,internet_men,36.26,11.03,2018-01
COM,COM.3_1,internet_fm_ratio,0.6,0.17,2018-01
COM,COM.3_1,mobile_women,63.98,11.04,2019-06
COM,COM.3_1,mobile_men,81.67,6.97,2019-06
COM,COM.3_1,mobile_fm_ratio,0.82,0.11,2019-06
COM,COM.3_1,internet_women,27.61,8.25,2019-06
COM,COM.3_1,internet_men,38.8,11.3,2019-06
COM,COM.3_1,internet_fm_ratio,0.62,0.17,2019-06
COM,COM.3_1,mobile_women,65.93,11.17,2020-06
COM,COM.3_1,mobile_men,82.34,7.01,2020-06
COM,COM.3_1,mobile_fm_ratio,0.82,0.11,2020-06
COM,COM.3_1,internet_women,27.91,8.67,2020-06
COM,COM.3_1,internet_men,39.27,11.73,2020-06
COM,COM.3_1,internet_fm_ratio,0.65,0.17,2020-06
COM,COM.3_1,mobile_women,67.94,11.43,2021-06
COM,COM.3_1,mobile_men,82.74,7.04,2021-06
COM,COM.3_1,mobile_fm_ratio,0.86,0.11,2021-06
COM,COM.3_1,internet_women,29.34,9.17,2021-06
COM,COM.3_1,internet_men,41.74,12.25,2021-06
COM,COM.3_1,internet_fm_ratio,0.67,0.18,2021-06
COM,COM.3_1,mobile_women,72.44,11.44,2022-06
COM,COM.3_1,mobile_men,84.29,7.08,2022-06
COM,COM.3_1,mobile_fm_ratio,0.91,0.11,2022-06
COM,COM.3_1,internet_women,33.28,9.89,2022-06
COM,COM.3_1,internet_men,45.91,12.5,2022-06
COM,COM.3_1,internet_fm_ratio,0.73,0.18,2022-06
COM,COM.3_1,mobile_women,72.73,11.39,2023-06
COM,COM.3_1,mobile_men,84.15,7.09,2023-06
COM,COM.3_1,mobile_fm_ratio,0.91,0.11,2023-06
COM,COM.3_1,internet_women,33.38,9.87,2023-06
COM,COM.3_1,internet_men,45.99,12.45,2023-06
COM,COM.3_1,internet_fm_ratio,0.73,0.18,2023-06
COM,COM.3_1,mobile_women,73.91,12.01,2024-01
COM,COM.3_1,mobile_men,82.46,7.11,2024-01
COM,COM.3_1,mobile_fm_ratio,0.93,0.11,2024-01
COM,COM.3_1,internet_women,40.25,10.78,2024-01
COM,COM.3_1,internet_men,51.32,13.47,2024-01
COM,COM.3_1,internet_fm_ratio,0.74,0.18,2024-01
COM,COM.3_1,mobile_women,74,12.09,2024-02
COM,COM.3_1,mobile_men,82.26,7.12,2024-02
COM,COM.3_1,mobile_fm_ratio,0.93,0.11,2024-02
COM,COM.3_1,internet_women,40.9,10.99,2024-02
COM,COM.3_1,internet_men,51.61,13.68,2024-02
COM,COM.3_1,internet_fm_ratio,0.77,0.19,2024-02
COM,COM.3_1,mobile_women,73.94,12.05,2024-03
COM,COM.3_1,mobile_men,82.28,7.12,2024-03
COM,COM.3_1,mobile_fm_ratio,0.93,0.11,2024-03
COM,COM.3_1,internet_women,40.57,10.97,2024-03
COM,COM.3_1,internet_men,51.54,13.62,2024-03
COM,COM.3_1,internet_fm_ratio,0.77,0.19,2024-03
COM,COM.3_1,mobile_women,74,12.08,2024-04
COM,COM.3_1,mobile_men,82.27,7.12,2024-04
COM,COM.3_1,mobile_fm_ratio,0.93,0.11,2024-04
COM,COM.3_1,internet_women,40.55,10.96,2024-04
COM,COM.3_1,internet_men,51.61,13.66,2024-04
COM,COM.3_1,internet_fm_ratio,0.75,0.19,2024-04
COM,COM.3_1,mobile_women,73.98,12.09,2024-05
COM,COM.3_1,mobile_men,82.18,7.12,2024-05
COM,COM.3_1,mobile_fm_ratio,0.93,0.11,2024-05
COM,COM.3_1,internet_women,40.7,11.04,2024-05
COM,COM.3_1,internet_men,51.42,13.71,2024-05
COM,COM.3_1,internet_fm_ratio,0.77,0.19,2024-05
COM,COM.3_1,mobile_women,73.97,12.09,2024-06
COM,COM.3_1,mobile_men,82.24,7.12,2024-06
COM,COM.3_1,mobile_fm_ratio,0.93,0.11,2024-06
COM,COM.3_1,internet_women,40.32,10.83,2024-06
COM,COM.3_1,internet_men,51.33,13.62,2024-06
COM,COM.3_1,internet_fm_ratio,0.74,0.18,2024-06
COM,COM.3_1,mobile_women,73.75,12.01,2024-07
COM,COM.3_1,mobile_men,81.9,7.13,2024-07
COM,COM.3_1,mobile_fm_ratio,0.92,0.11,2024-07
COM,COM.3_1,internet_women,40.15,10.8,2024-07
COM,COM.3_1,internet_men,50.74,13.57,2024-07
COM,COM.3_1,internet_fm_ratio,0.75,0.18,2024-07
COM,COM.3_1,mobile_women,73.57,11.89,2024-08
COM,COM.3_1,mobile_men,81.79,7.13,2024-08
COM,COM.3_1,mobile_fm_ratio,0.92,0.11,2024-08
COM,COM.3_1,internet_women,39.81,10.69,2024-08
COM,COM.3_1,internet_men,50.48,13.41,2024-08
COM,COM.3_1,internet_fm_ratio,0.74,0.18,2024-08
COM,COM.3_1,mobile_women,73.49,11.88,2024-09
COM,COM.3_1,mobile_men,81.63,7.13,2024-09
COM,COM.3_1,mobile_fm_ratio,0.92,0.11,2024-09
COM,COM.3_1,internet_women,39.98,10.81,2024-09
COM,COM.3_1,internet_men,50.49,13.46,2024-09
COM,COM.3_1,internet_fm_ratio,0.76,0.18,2024-09
COM,COM.3_1,mobile_women,73.69,11.98,2024-10
COM,COM.3_1,mobile_men,81.63,7.14,2024-10
COM,COM.3_1,mobile_fm_ratio,0.93,0.11,2024-10
COM,COM.3_1,internet_women,40.39,11.01,2024-10
COM,COM.3_1,internet_men,51.08,13.66,2024-10
COM,COM.3_1,internet_fm_ratio,0.77,0.19,2024-10
COM,COM.3_1,mobile_women,73.67,12.08,2024-11
COM,COM.3_1,mobile_men,81.43,7.14,2024-11
COM,COM.3_1,mobile_fm_ratio,0.92,0.11,2024-11
COM,COM.3_1,internet_women,41.15,11.39,2024-11
COM,COM.3_1,internet_men,50.3,14.01,2024-11
COM,COM.3_1,internet_fm_ratio,0.76,0.19,2024-11
COM,COM.2_1,mobile_women,59.46,10.56,2015-01
COM,COM.2_1,mobile_men,81.26,6.88,2015-01
COM,COM.2_1,mobile_fm_ratio,0.78,0.11,2015-01
COM,COM.2_1,internet_women,18.01,7.55,2015-01
COM,COM.2_1,internet_men,32.76,10.56,2015-01
COM,COM.2_1,internet_fm_ratio,0.56,0.16,2015-01
COM,COM.2_1,mobile_women,61.29,10.67,2016-01
COM,COM.2_1,mobile_men,82.2,6.9,2016-01
COM,COM.2_1,mobile_fm_ratio,0.81,0.11,2016-01
COM,COM.2_1,internet_women,18.32,7.87,2016-01
COM,COM.2_1,internet_men,34.41,10.83,2016-01
COM,COM.2_1,internet_fm_ratio,0.58,0.16,2016-01
COM,COM.2_1,mobile_women,63.75,10.79,2017-01
COM,COM.2_1,mobile_men,82.52,6.93,2017-01
COM,COM.2_1,mobile_fm_ratio,0.84,0.11,2017-01
COM,COM.2_1,internet_women,23.94,8.21,2017-01
COM,COM.2_1,internet_men,36.08,11.12,2017-01
COM,COM.2_1,internet_fm_ratio,0.61,0.17,2017-01
COM,COM.2_1,mobile_women,65.04,10.91,2018-01
COM,COM.2_1,mobile_men,82.86,6.95,2018-01
COM,COM.2_1,mobile_fm_ratio,0.85,0.11,2018-01
COM,COM.2_1,internet_women,24.16,8.55,2018-01
COM,COM.2_1,internet_men,38.34,11.4,2018-01
COM,COM.2_1,internet_fm_ratio,0.63,0.17,2018-01
COM,COM.2_1,mobile_women,66.81,11.04,2019-06
COM,COM.2_1,mobile_men,83.27,6.97,2019-06
COM,COM.2_1,mobile_fm_ratio,0.85,0.11,2019-06
COM,COM.2_1,internet_women,28.03,8.87,2019-06
COM,COM.2_1,internet_men,41.08,11.66,2019-06
COM,COM.2_1,internet_fm_ratio,0.66,0.17,2019-06
COM,COM.2_1,mobile_women,69.36,11.18,2020-06
COM,COM.2_1,mobile_men,84.27,7.01,2020-06
COM,COM.2_1,mobile_fm_ratio,0.86,0.11,2020-06
COM,COM.2_1,internet_women,28.88,9.33,2020-06
COM,COM.2_1,internet_men,42.17,12.1,2020-06
COM,COM.2_1,internet_fm_ratio,0.69,0.17,2020-06
COM,COM.2_1,mobile_women,70.92,11.44,2021-06
COM,COM.2_1,mobile_men,85.35,7.04,2021-06
COM,COM.2_1,mobile_fm_ratio,0.87,0.11,2021-06
COM,COM.2_1,internet_women,31.17,9.91,2021-06
COM,COM.2_1,internet_men,44.05,12.61,2021-06
COM,COM.2_1,internet_fm_ratio,0.72,0.18,2021-06
COM,COM.2_1,mobile_women,75.38,11.45,2022-06
COM,COM.2_1,mobile_men,87.15,7.08,2022-06
COM,COM.2_1,mobile_fm_ratio,0.93,0.11,2022-06
COM,COM.2_1,internet_women,35.14,10.46,2022-06
COM,COM.2_1,internet_men,48.1,12.81,2022-06
COM,COM.2_1,internet_fm_ratio,0.75,0.18,2022-06
COM,COM.2_1,mobile_women,75.68,11.39,2023-06
COM,COM.2_1,mobile_men,87.01,7.09,2023-06
COM,COM.2_1,mobile_fm_ratio,0.94,0.11,2023-06
COM,COM.2_1,internet_women,35.25,10.45,2023-06
COM,COM.2_1,internet_men,48.18,12.76,2023-06
COM,COM.2_1,internet_fm_ratio,0.75,0.18,2023-06
COM,COM.2_1,mobile_women,77.56,12.01,2024-01
COM,COM.2_1,mobile_men,86.27,7.11,2024-01
COM,COM.2_1,mobile_fm_ratio,0.94,0.11,2024-01
COM,COM.2_1,internet_women,49.88,11.73,2024-01
COM,COM.2_1,internet_men,61.02,13.91,2024-01
COM,COM.2_1,internet_fm_ratio,0.77,0.19,2024-01
COM,COM.2_1,mobile_women,77.82,12.09,2024-02
COM,COM.2_1,mobile_men,86.15,7.12,2024-02
COM,COM.2_1,mobile_fm_ratio,0.94,0.11,2024-02
COM,COM.2_1,internet_women,50.71,11.98,2024-02
