gid_0,outcome,predicted,predicted_error,date
CAN,mobile_women,0.94,1.086,2019-05
CAN,mobile_men,0.929,0.089,2019-05
CAF,internet_fm_ratio,0.445,0.074,2019-05
CAF,internet_women,0.045,0.239,2019-05
CAF,internet_men,0.082,0.22,2019-05
CAF,mobile_fm_ratio,0.577,0.038,2019-05
CAF,mobile_women,0.255,1.15,2019-05
CAF,mobile_men,0.45,0.071,2019-05
BWA,internet_fm_ratio,0.94,0.052,2019-05
BWA,internet_women,0.63,1.53,2019-05
BWA,internet_men,0.678,1.053,2019-05
BWA,mobile_fm_ratio,0.966,0.042,2019-05
BWA,mobile_women,0.84,1.81,2019-05
BWA,mobile_men,0.792,0.088,2019-05
BTN,internet_fm_ratio,0.894,0.039,2019-05
BTN,internet_women,0.648,1.165,2019-05
BTN,internet_men,0.751,0.818,2019-05
BTN,mobile_fm_ratio,0.922,0.039,2019-05
BTN,mobile_women,0.806,1.667,2019-05
BTN,mobile_men,0.876,0.083,2019-05
BRN,internet_fm_ratio,1.045,0.042,2019-05
BRN,internet_women,0.987,6.267,2019-05
BRN,internet_men,0.931,4.061,2019-05
BRN,mobile_fm_ratio,1.045,0.04,2019-05
BRN,mobile_women,0.96,2.332,2019-05
BRN,mobile_men,0.921,0.088,2019-05
BRB,internet_fm_ratio,1.05,0.043,2019-05
BRB,internet_women,0.82,1.61,2019-05
BRB,internet_men,0.8,1.112,2019-05
BRB,mobile_fm_ratio,1.016,0.047,2019-05
BRB,mobile_women,0.87,0.881,2019-05
BRB,mobile_men,0.834,0.097,2019-05
BRA,internet_fm_ratio,1.022,0.041,2019-05
BRA,internet_women,0.763,1.512,2019-05
BRA,internet_men,0.743,1.038,2019-05
BRA,mobile_fm_ratio,1.021,0.041,2019-05
BRA,mobile_women,0.865,0.94,2019-05
BRA,mobile_men,0.84,0.087,2019-05
BOL,internet_fm_ratio,0.968,0.049,2019-05
BOL,internet_women,0.583,0.943,2019-05
BOL,internet_men,0.551,0.675,2019-05
BOL,mobile_fm_ratio,0.975,0.04,2019-05
BOL,mobile_women,0.768,1.211,2019-05
BOL,mobile_men,0.81,0.081,2019-05
BLZ,internet_fm_ratio,0.995,0.045,2019-05
BLZ,internet_women,0.667,0.946,2019-05
BLZ,internet_men,0.704,0.679,2019-05
BLZ,mobile_fm_ratio,1.023,0.042,2019-05
BLZ,mobile_women,0.805,0.797,2019-05
BLZ,mobile_men,0.807,0.085,2019-05
BLR,internet_fm_ratio,1.003,0.036,2019-05
BLR,internet_women,0.819,1.93,2019-05
BLR,internet_men,0.831,1.299,2019-05
BLR,mobile_fm_ratio,1.003,0.038,2019-05
BLR,mobile_women,0.936,1.937,2019-05
BLR,mobile_men,0.945,0.092,2019-05
BIH,internet_fm_ratio,0.945,0.038,2019-05
BIH,internet_women,0.747,1.559,2019-05
BIH,internet_men,0.793,1.067,2019-05
BIH,mobile_fm_ratio,0.979,0.039,2019-05
BIH,mobile_women,0.878,1.078,2019-05
BIH,mobile_men,0.931,0.081,2019-05
BHS,internet_fm_ratio,1.01,0.038,2019-05
BHS,internet_women,0.897,3.253,2019-05
BHS,internet_men,0.887,2.143,2019-05
BHS,mobile_fm_ratio,1.009,0.041,2019-05
BHS,mobile_women,0.883,0.866,2019-05
BHS,mobile_men,0.879,0.091,2019-05
BHR,internet_fm_ratio,0.992,0.047,2019-05
BHR,internet_women,0.997,4.673,2019-05
BHR,internet_men,0.988,3.047,2019-05
BHR,mobile_fm_ratio,0.988,0.04,2019-05
BHR,mobile_women,0.984,2.529,2019-05
BHR,mobile_men,0.986,0.082,2019-05
BGR,internet_fm_ratio,0.99,0.039,2019-05
BGR,internet_women,0.789,2.313,2019-05
BGR,internet_men,0.797,1.545,2019-05
BGR,mobile_fm_ratio,0.996,0.04,2019-05
BGR,mobile_women,0.913,1.585,2019-05
BGR,mobile_men,0.859,0.087,2019-05
BGD,internet_fm_ratio,0.739,0.045,2019-05
BGD,internet_women,0.354,0.681,2019-05
BGD,internet_men,0.505,0.511,2019-05
BGD,mobile_fm_ratio,0.749,0.042,2019-05
BGD,mobile_women,0.604,0.912,2019-05
BGD,mobile_men,0.784,0.076,2019-05
BFA,internet_fm_ratio,0.517,0.069,2019-05
BFA,internet_women,0.097,0.352,2019-05
BFA,internet_men,0.177,0.306,2019-05
BFA,mobile_fm_ratio,0.722,0.042,2019-05
BFA,mobile_women,0.432,1.101,2019-05
BFA,mobile_men,0.651,0.073,2019-05
BEN,internet_fm_ratio,0.447,0.068,2019-05
BEN,internet_women,0.169,0.452,2019-05
BEN,internet_men,0.339,0.361,2019-05
BEN,mobile_fm_ratio,0.71,0.039,2019-05
BEN,mobile_women,0.572,0.768,2019-05
BEN,mobile_men,0.763,0.076,2019-05
BEL,internet_fm_ratio,0.993,0.041,2019-05
BEL,internet_women,0.912,5.221,2019-05
BEL,internet_men,0.903,3.399,2019-05
BEL,mobile_fm_ratio,0.99,0.04,2019-05
BEL,mobile_women,0.926,1.09,2019-05
BEL,mobile_men,0.934,0.089,2019-05
BDI,internet_fm_ratio,0.519,0.073,2019-05
BDI,internet_women,0.056,0.24,2019-05
BDI,internet_men,0.131,0.239,2019-05
BDI,mobile_fm_ratio,0.537,0.042,2019-05
BDI,mobile_women,0.219,1.424,2019-05
BDI,mobile_men,0.413,0.083,2019-05
AZE,internet_fm_ratio,0.958,0.042,2019-05
AZE,internet_women,0.788,1.471,2019-05
AZE,internet_men,0.834,1.01,2019-05
AZE,mobile_fm_ratio,0.961,0.041,2019-05
AZE,mobile_women,0.838,2.163,2019-05
AZE,mobile_men,0.854,0.087,2019-05
AUT,internet_fm_ratio,0.985,0.038,2019-05
AUT,internet_women,0.879,5.519,2019-05
AUT,internet_men,0.888,3.584,2019-05
AUT,mobile_fm_ratio,0.994,0.038,2019-05
AUT,mobile_women,0.933,1.051,2019-05
AUT,mobile_men,0.941,0.085,2019-05
AUS,internet_fm_ratio,0.999,0.04,2019-05
AUS,internet_women,0.935,4.69,2019-05
AUS,internet_men,0.942,3.058,2019-05
AUS,mobile_fm_ratio,0.997,0.039,2019-05
AUS,mobile_women,0.922,1.303,2019-05
AUS,mobile_men,0.924,0.088,2019-05
ARM,internet_fm_ratio,0.989,0.039,2019-05
ARM,internet_women,0.792,1.53,2019-05
ARM,internet_men,0.82,1.048,2019-05
ARM,mobile_fm_ratio,0.992,0.039,2019-05
ARM,mobile_women,0.882,2.509,2019-05
ARM,mobile_men,0.865,0.086,2019-05
ARG,internet_fm_ratio,1.014,0.046,2019-05
ARG,internet_women,0.798,2.198,2019-05
ARG,internet_men,0.808,1.483,2019-05
ARG,mobile_fm_ratio,1.005,0.044,2019-05
ARG,mobile_women,0.886,0.839,2019-05
ARG,mobile_men,0.865,0.109,2019-05
ARE,internet_fm_ratio,1.039,0.042,2019-05
ARE,internet_women,0.994,7.133,2019-05
ARE,internet_men,0.988,4.619,2019-05
ARE,mobile_fm_ratio,0.982,0.043,2019-05
ARE,mobile_women,0.963,2.39,2019-05
ARE,mobile_men,0.969,0.084,2019-05
ALB,internet_fm_ratio,0.964,0.038,2019-05
ALB,internet_women,0.766,1.427,2019-05
ALB,internet_men,0.79,0.981,2019-05
ALB,mobile_fm_ratio,0.977,0.039,2019-05
ALB,mobile_women,0.887,0.962,2019-05
ALB,mobile_men,0.927,0.086,2019-05
AGO,internet_fm_ratio,0.527,0.072,2019-05
AGO,internet_women,0.246,0.732,2019-05
AGO,internet_men,0.383,0.543,2019-05
AGO,mobile_fm_ratio,0.732,0.042,2019-05
AGO,mobile_women,0.609,1.521,2019-05
AGO,mobile_men,0.744,0.082,2019-05
AFG,internet_fm_ratio,0.45,0.06,2019-05
AFG,internet_women,0.117,0.329,2019-05
AFG,internet_men,0.264,0.266,2019-05
AFG,mobile_fm_ratio,0.532,0.026,2019-05
AFG,mobile_women,0.452,1.275,2019-05
AFG,mobile_men,0.77,0.049,2019-05
ZWE,internet_fm_ratio,0.738,0.056,2019-01
ZWE,internet_women,0.305,0.347,2019-01
ZWE,internet_men,0.396,0.296,2019-01
ZWE,mobile_fm_ratio,0.968,0.041,2019-01
ZWE,mobile_women,0.642,0.936,2019-01
ZWE,mobile_men,0.687,0.182,2019-01
ZMB,internet_fm_ratio,0.673,0.065,2019-01
ZMB,internet_women,0.196,0.472,2019-01
ZMB,internet_men,0.249,0.382,2019-01
ZMB,mobile_fm_ratio,0.886,0.045,2019-01
ZMB,mobile_women,0.47,0.989,2019-01
ZMB,mobile_men,0.653,0.086,2019-01
ZAF,internet_fm_ratio,0.891,0.048,2019-01
ZAF,internet_women,0.603,1.446,2019-01
ZAF,internet_men,0.652,0.999,2019-01
ZAF,mobile_fm_ratio,1.022,0.042,2019-01
ZAF,mobile_women,0.813,0.933,2019-01
ZAF,mobile_men,0.795,0.085,2019-01
YEM,internet_fm_ratio,0.49,0.055,2019-01
YEM,internet_women,0.257,0.239,2019-01
YEM,internet_men,0.435,0.216,2019-01
YEM,mobile_fm_ratio,0.715,0.03,2019-01
YEM,mobile_women,0.605,1.224,2019-01
YEM,mobile_men,0.675,0.049,2019-01
WSM,internet_fm_ratio,0.801,0.063,2019-01
WSM,internet_women,0.624,0.75,2019-01
WSM,internet_men,0.761,0.563,2019-01
WSM,mobile_fm_ratio,0.981,0.042,2019-01
WSM,mobile_women,0.788,0.989,2019-01
WSM,mobile_men,0.811,0.085,2019-01
VUT,internet_fm_ratio,0.809,0.058,2019-01
VUT,internet_women,0.536,0.493,2019-01
VUT,internet_men,0.598,0.392,2019-01
VUT,mobile_fm_ratio,0.975,0.04,2019-01
VUT,mobile_women,0.706,0.977,2019-01
VUT,mobile_men,0.745,0.081,2019-01
VNM,internet_fm_ratio,0.96,0.043,2019-01
VNM,internet_women,0.752,1.071,2019-01
VNM,internet_men,0.806,0.757,2019-01
VNM,mobile_fm_ratio,0.984,0.04,2019-01
VNM,mobile_women,0.813,1.739,2019-01
VNM,mobile_men,0.82,0.088,2019-01
VEN,internet_fm_ratio,0.987,0.048,2019-01
VEN,internet_women,0.719,0.902,2019-01
VEN,internet_men,0.745,0.659,2019-01
VEN,mobile_fm_ratio,0.995,0.047,2019-01
VEN,mobile_women,0.782,1.374,2019-01
VEN,mobile_men,0.806,8.091,2019-01
VCT,internet_fm_ratio,1.005,0.041,2019-01
VCT,internet_women,0.753,1.472,2019-01
VCT,internet_men,0.756,1.01,2019-01
VCT,mobile_fm_ratio,1.024,0.04,2019-01
VCT,mobile_women,0.856,0.859,2019-01
VCT,mobile_men,0.806,0.085,2019-01
UZB,internet_fm_ratio,0.92,0.049,2019-01
UZB,internet_women,0.676,0.858,2019-01
UZB,internet_men,0.812,0.622,2019-01
UZB,mobile_fm_ratio,0.929,0.036,2019-01
UZB,mobile_women,0.79,1.47,2019-01
UZB,mobile_men,0.872,0.085,2019-01
USA,internet_fm_ratio,1.026,0.041,2019-01
USA,internet_women,0.902,6.304,2019-01
USA,internet_men,0.89,4.086,2019-01
USA,mobile_fm_ratio,1.011,0.041,2019-01
USA,mobile_women,0.958,1.737,2019-01
USA,mobile_men,0.926,0.09,2019-01
URY,internet_fm_ratio,1.019,0.042,2019-01
URY,internet_women,0.826,2.307,2019-01
URY,internet_men,0.838,1.55,2019-01
URY,mobile_fm_ratio,1.014,0.044,2019-01
URY,mobile_women,0.88,1.604,2019-01
URY,mobile_men,0.846,0.094,2019-01
UKR,internet_fm_ratio,0.971,0.036,2019-01
UKR,internet_women,0.776,1.373,2019-01
UKR,internet_men,0.793,0.947,2019-01
UKR,mobile_fm_ratio,1.004,0.039,2019-01
UKR,mobile_women,0.921,1.871,2019-01
UKR,mobile_men,0.913,0.09,2019-01
UGA,internet_fm_ratio,0.497,0.067,2019-01
UGA,internet_women,0.102,0.366,2019-01
UGA,internet_men,0.197,0.312,2019-01
UGA,mobile_fm_ratio,0.712,0.041,2019-01
UGA,mobile_women,0.405,1.073,2019-01
UGA,mobile_men,0.64,0.077,2019-01
TZA,internet_fm_ratio,0.544,0.07,2019-01
TZA,internet_women,0.137,0.408,2019-01
TZA,internet_men,0.218,0.344,2019-01
TZA,mobile_fm_ratio,0.765,0.045,2019-01
TZA,mobile_women,0.441,0.871,2019-01
TZA,mobile_men,0.676,0.081,2019-01
TUV,internet_fm_ratio,0.975,0.055,2019-01
TUV,internet_women,0.689,0.736,2019-01
TUV,internet_men,0.7,0.552,2019-01
TUV,mobile_fm_ratio,0.962,0.041,2019-01
TUV,mobile_women,0.746,0.989,2019-01
TUV,mobile_men,0.805,0.085,2019-01
TUR,internet_fm_ratio,0.9,0.041,2019-01
TUR,internet_women,0.779,2.831,2019-01
TUR,internet_men,0.826,1.871,2019-01
TUR,mobile_fm_ratio,0.931,0.035,2019-01
TUR,mobile_women,0.905,1.836,2019-01
TUR,mobile_men,0.921,0.082,2019-01
TUN,internet_fm_ratio,0.868,0.046,2019-01
TUN,internet_women,0.659,1.187,2019-01
TUN,internet_men,0.737,0.836,2019-01
TUN,mobile_fm_ratio,0.929,0.039,2019-01
TUN,mobile_women,0.797,1.491,2019-01
TUN,mobile_men,0.869,0.081,2019-01
TTO,internet_fm_ratio,1.007,0.04,2019-01
TTO,internet_women,0.777,2.516,2019-01
TTO,internet_men,0.786,1.675,2019-01
TTO,mobile_fm_ratio,1.01,0.041,2019-01
TTO,mobile_women,0.877,0.496,2019-01
TTO,mobile_men,0.851,0.087,2019-01
TON,internet_fm_ratio,0.941,0.057,2019-01
TON,internet_women,0.754,0.821,2019-01
TON,internet_men,0.825,0.609,2019-01
TON,mobile_fm_ratio,0.971,0.042,2019-01
TON,mobile_women,0.813,0.994,2019-01
TON,mobile_men,0.865,0.088,2019-01
TLS,internet_fm_ratio,0.86,0.055,2019-01
TLS,internet_women,0.472,0.63,2019-01
TLS,internet_men,0.512,0.479,2019-01
TLS,mobile_fm_ratio,0.895,0.038,2019-01
TLS,mobile_women,0.692,0.661,2019-01
TLS,mobile_men,0.796,0.075,2019-01
TKM,internet_fm_ratio,0.899,0.048,2019-01
TKM,internet_women,0.4,1.394,2019-01
TKM,internet_men,0.381,0.962,2019-01
TKM,mobile_fm_ratio,0.902,0.036,2019-01
TKM,mobile_women,0.752,1.658,2019-01
TKM,mobile_men,0.84,0.078,2019-01
TJK,internet_fm_ratio,0.878,0.052,2019-01
TJK,internet_women,0.346,0.53,2019-01
TJK,internet_men,0.457,0.41,2019-01
TJK,mobile_fm_ratio,0.888,0.035,2019-01
TJK,mobile_women,0.607,0.755,2019-01
TJK,mobile_men,0.75,0.075,2019-01
THA,internet_fm_ratio,0.983,0.037,2019-01
THA,internet_women,0.772,1.801,2019-01
THA,internet_men,0.784,1.219,2019-01
THA,mobile_fm_ratio,0.99,0.041,2019-01
THA,mobile_women,0.889,1.365,2019-01
THA,mobile_men,0.832,0.088,2019-01
TGO,internet_fm_ratio,0.488,0.061,2019-01
TGO,internet_women,0.163,0.343,2019-01
TGO,internet_men,0.31,0.291,2019-01
TGO,mobile_fm_ratio,0.705,0.037,2019-01
TGO,mobile_women,0.581,1.326,2019-01
TGO,mobile_men,0.73,0.072,2019-01
TCD,internet_fm_ratio,0.219,0.076,2019-01
TCD,internet_women,0.026,0.303,2019-01
TCD,internet_men,0.092,0.261,2019-01
TCD,mobile_fm_ratio,0.506,0.036,2019-01
TCD,mobile_women,0.359,1.434,2019-01
TCD,mobile_men,0.69,0.065,2019-01
SYC,internet_fm_ratio,0.976,0.05,2019-01
SYC,internet_women,0.746,2.799,2019-01
SYC,internet_men,0.781,1.868,2019-01
SYC,mobile_fm_ratio,0.984,0.046,2019-01
SYC,mobile_women,0.843,0.762,2019-01
SYC,mobile_men,0.811,0.092,2019-01
SWZ,internet_fm_ratio,1,0.05,2019-01
SWZ,internet_women,0.503,0.872,2019-01
SWZ,internet_men,0.507,0.626,2019-01
SWZ,mobile_fm_ratio,1.002,0.038,2019-01
SWZ,mobile_women,0.793,1.06,2019-01
SWZ,mobile_men,0.818,0.08,2019-01
SWE,internet_fm_ratio,1.007,0.043,2019-01
SWE,internet_women,0.957,5.415,2019-01
SWE,internet_men,0.94,3.525,2019-01
SWE,mobile_fm_ratio,0.997,0.042,2019-01
SWE,mobile_women,0.908,1.287,2019-01
SWE,mobile_men,0.926,0.092,2019-01
SVN,internet_fm_ratio,0.994,0.041,2019-01
SVN,internet_women,0.832,3.856,2019-01
SVN,internet_men,0.849,2.531,2019-01
SVN,mobile_fm_ratio,1.001,0.041,2019-01
SVN,mobile_women,0.942,1.223,2019-01
SVN,mobile_men,0.95,0.091,2019-01
SVK,internet_fm_ratio,0.985,0.04,2019-01
SVK,internet_women,0.83,3.16,2019-01
SVK,internet_men,0.844,2.087,2019-01
SVK,mobile_fm_ratio,0.984,0.04,2019-01
SVK,mobile_women,0.9,1.324,2019-01
SVK,mobile_men,0.891,0.087,2019-01
SUR,internet_fm_ratio,1.04,0.048,2019-01
SUR,internet_women,0.702,1.664,2019-01
SUR,internet_men,0.726,1.138,2019-01
SUR,mobile_fm_ratio,0.989,0.042,2019-01
SUR,mobile_women,0.884,1.142,2019-01
SUR,mobile_men,0.865,0.086,2019-01
STP,internet_fm_ratio,0.768,0.061,2019-01
STP,internet_women,0.476,0.54,2019-01
STP,internet_men,0.592,0.425,2019-01
STP,mobile_fm_ratio,1.031,0.042,2019-01
STP,mobile_women,0.683,1.069,2019-01
STP,mobile_men,0.679,0.082,2019-01
SSD,internet_fm_ratio,0.447,0.06,2019-01
SSD,internet_women,0.053,0.202,2019-01
SSD,internet_men,0.118,0.188,2019-01
SSD,mobile_fm_ratio,0.535,0.032,2019-01
SSD,mobile_women,0.325,1.949,2019-01
SSD,mobile_men,0.519,0.089,2019-01
SRB,internet_fm_ratio,0.969,0.039,2019-01
SRB,internet_women,0.793,1.804,2019-01
SRB,internet_men,0.817,1.224,2019-01
SRB,mobile_fm_ratio,0.993,0.04,2019-01
SRB,mobile_women,0.913,1.591,2019-01
SRB,mobile_men,0.927,0.087,2019-01
SOM,internet_fm_ratio,0.479,0.082,2019-01
SOM,internet_women,0.102,0.28,2019-01
SOM,internet_men,0.198,0.26,2019-01
SOM,mobile_fm_ratio,0.62,0.041,2019-01
SOM,mobile_women,0.398,1.054,2019-01
SOM,mobile_men,0.614,0.075,2019-01
SMR,internet_fm_ratio,1.035,0.037,2019-01
SMR,internet_women,0.794,5.449,2019-01
SMR,internet_men,0.821,3.533,2019-01
SMR,mobile_fm_ratio,0.997,0.036,2019-01
SMR,mobile_women,0.929,1.343,2019-01
SMR,mobile_men,0.942,0.084,2019-01
SLV,internet_fm_ratio,0.959,0.041,2019-01
SLV,internet_women,0.589,0.956,2019-01
SLV,internet_men,0.615,0.682,2019-01
SLV,mobile_fm_ratio,0.985,0.04,2019-01
SLV,mobile_women,0.784,1.013,2019-01
SLV,mobile_men,0.808,0.081,2019-01
SLE,internet_fm_ratio,0.468,0.064,2019-01
SLE,internet_women,0.128,0.317,2019-01
SLE,internet_men,0.247,0.289,2019-01
SLE,mobile_fm_ratio,0.686,0.045,2019-01
SLE,mobile_women,0.444,0.707,2019-01
SLE,mobile_men,0.641,0.085,2019-01
SLB,internet_fm_ratio,0.793,0.064,2019-01
SLB,internet_women,0.49,0.413,2019-01
SLB,internet_men,0.524,0.352,2019-01
SLB,mobile_fm_ratio,0.979,0.044,2019-01
SLB,mobile_women,0.675,0.99,2019-01
SLB,mobile_men,0.757,0.084,2019-01
SGP,internet_fm_ratio,0.987,0.035,2019-01
SGP,internet_women,0.891,8.502,2019-01
SGP,internet_men,0.893,5.477,2019-01
SGP,mobile_fm_ratio,0.994,0.038,2019-01
SGP,mobile_women,0.969,2.376,2019-01
SGP,mobile_men,0.973,0.088,2019-01
SEN,internet_fm_ratio,0.761,0.067,2019-01
SEN,internet_women,0.446,0.49,2019-01
SEN,internet_men,0.572,0.401,2019-01
SEN,mobile_fm_ratio,0.835,0.043,2019-01
SEN,mobile_women,0.706,1.113,2019-01
SEN,mobile_men,0.829,0.077,2019-01
SAU,internet_fm_ratio,0.959,0.053,2019-01
SAU,internet_women,0.982,4.745,2019-01
SAU,internet_men,0.963,3.094,2019-01
SAU,mobile_fm_ratio,0.991,0.039,2019-01
SAU,mobile_women,0.961,2.389,2019-01
SAU,mobile_men,0.969,0.074,2019-01
RWA,internet_fm_ratio,0.556,0.06,2019-01
RWA,internet_women,0.149,0.354,2019-01
RWA,internet_men,0.281,0.306,2019-01
RWA,mobile_fm_ratio,0.745,0.039,2019-01
RWA,mobile_women,0.544,1.165,2019-01
RWA,mobile_men,0.656,0.08,2019-01
ROU,internet_fm_ratio,0.98,0.041,2019-01
ROU,internet_women,0.795,2.995,2019-01
ROU,internet_men,0.808,1.982,2019-01
ROU,mobile_fm_ratio,0.996,0.041,2019-01
ROU,mobile_women,0.931,1.584,2019-01
ROU,mobile_men,0.898,0.088,2019-01
QAT,internet_fm_ratio,1.022,0.047,2019-01
QAT,internet_women,0.997,8.742,2019-01
QAT,internet_men,0.987,5.644,2019-01
QAT,mobile_fm_ratio,1.002,0.043,2019-01
QAT,mobile_women,0.961,2.252,2019-01
QAT,mobile_men,0.969,0.087,2019-01
PRY,internet_fm_ratio,0.994,0.05,2019-01
PRY,internet_women,0.739,1.42,2019-01
PRY,internet_men,0.746,0.985,2019-01
PRY,mobile_fm_ratio,1.008,0.044,2019-01
PRY,mobile_women,0.832,0.855,2019-01
PRY,mobile_men,0.837,0.086,2019-01
PRT,internet_fm_ratio,0.993,0.038,2019-01
PRT,internet_women,0.804,3.42,2019-01
PRT,internet_men,0.83,2.248,2019-01
PRT,mobile_fm_ratio,0.997,0.038,2019-01
PRT,mobile_women,0.938,1.329,2019-01
PRT,mobile_men,0.944,0.086,2019-01
POL,internet_fm_ratio,0.993,0.039,2019-01
POL,internet_women,0.814,3.208,2019-01
POL,internet_men,0.831,2.118,2019-01
POL,mobile_fm_ratio,0.998,0.041,2019-01
POL,mobile_women,0.939,1.508,2019-01
POL,mobile_men,0.948,0.089,2019-01
PNG,internet_fm_ratio,0.677,0.052,2019-01
PNG,internet_women,0.176,0.497,2019-01
PNG,internet_men,0.246,0.387,2019-01
PNG,mobile_fm_ratio,0.741,0.037,2019-01
PNG,mobile_women,0.479,0.528,2019-01
PNG,mobile_men,0.595,0.078,2019-01
PLW,internet_fm_ratio,1.003,0.046,2019-01
PLW,internet_women,0.713,1.961,2019-01
PLW,internet_men,0.683,1.326,2019-01
PLW,mobile_fm_ratio,0.992,0.042,2019-01
PLW,mobile_women,0.836,0.989,2019-01
PLW,mobile_men,0.812,0.086,2019-01
PHL,internet_fm_ratio,1.012,0.051,2019-01
PHL,internet_women,0.615,1.071,2019-01
PHL,internet_men,0.575,0.761,2019-01
PHL,mobile_fm_ratio,1.002,0.042,2019-01
PHL,mobile_women,0.77,0.775,2019-01
PHL,mobile_men,0.77,0.088,2019-01
PER,internet_fm_ratio,0.953,0.045,2019-01
PER,internet_women,0.712,1.319,2019-01
PER,internet_men,0.738,0.913,2019-01
PER,mobile_fm_ratio,0.977,0.04,2019-01
PER,mobile_women,0.817,1.194,2019-01
PER,mobile_men,0.832,0.083,2019-01
PAN,internet_fm_ratio,1.007,0.048,2019-01
PAN,internet_women,0.704,3.108,2019-01
PAN,internet_men,0.702,2.057,2019-01
PAN,mobile_fm_ratio,1.015,0.044,2019-01
PAN,mobile_women,0.835,0.421,2019-01
PAN,mobile_men,0.828,0.088,2019-01
PAK,internet_fm_ratio,0.552,0.054,2019-01
PAK,internet_women,0.144,0.623,2019-01
PAK,internet_men,0.271,0.466,2019-01
PAK,mobile_fm_ratio,0.523,0.032,2019-01
PAK,mobile_women,0.394,1.688,2019-01
PAK,mobile_men,0.791,0.064,2019-01
OMN,internet_fm_ratio,0.997,0.057,2019-01
OMN,internet_women,0.897,3.199,2019-01
OMN,internet_men,0.892,2.116,2019-01
OMN,mobile_fm_ratio,0.984,0.041,2019-01
OMN,mobile_women,0.961,2.469,2019-01
OMN,mobile_men,0.963,0.079,2019-01
NZL,internet_fm_ratio,1.007,0.041,2019-01
NZL,internet_women,0.909,4.221,2019-01
NZL,internet_men,0.895,2.76,2019-01
NZL,mobile_fm_ratio,0.996,0.04,2019-01
NZL,mobile_women,0.907,0.952,2019-01
NZL,mobile_men,0.923,0.088,2019-01
NPL,internet_fm_ratio,0.722,0.044,2019-01
NPL,internet_women,0.433,0.514,2019-01
NPL,internet_men,0.602,0.405,2019-01
NPL,mobile_fm_ratio,0.858,0.042,2019-01
NPL,mobile_women,0.766,1.003,2019-01
NPL,mobile_men,0.884,0.08,2019-01
NOR,internet_fm_ratio,1.008,0.04,2019-01
NOR,internet_women,0.981,6.623,2019-01
NOR,internet_men,0.979,4.288,2019-01
NOR,mobile_fm_ratio,0.989,0.04,2019-01
NOR,mobile_women,0.896,1.518,2019-01
NOR,mobile_men,0.909,0.091,2019-01
NLD,internet_fm_ratio,0.984,0.039,2019-01
NLD,internet_women,0.933,5.517,2019-01
NLD,internet_men,0.938,3.582,2019-01
NLD,mobile_fm_ratio,0.985,0.038,2019-01
NLD,mobile_women,0.906,1.102,2019-01
NLD,mobile_men,0.919,0.086,2019-01
NIC,internet_fm_ratio,0.998,0.045,2019-01
NIC,internet_women,0.473,0.63,2019-01
NIC,internet_men,0.526,0.473,2019-01
NIC,mobile_fm_ratio,1.016,0.041,2019-01
NIC,mobile_women,0.715,1.041,2019-01
NIC,mobile_men,0.81,0.082,2019-01
NGA,internet_fm_ratio,0.587,0.071,2019-01
NGA,internet_women,0.227,0.635,2019-01
NGA,internet_men,0.394,0.482,2019-01
NGA,mobile_fm_ratio,0.768,0.04,2019-01
NGA,mobile_women,0.597,0.639,2019-01
NGA,mobile_men,0.787,0.081,2019-01
NER,internet_fm_ratio,0.431,0.084,2019-01
NER,internet_women,0.081,0.295,2019-01
NER,internet_men,0.157,0.265,2019-01
NER,mobile_fm_ratio,0.621,0.041,2019-01
NER,mobile_women,0.422,1.086,2019-01
NER,mobile_men,0.65,0.071,2019-01
MYS,internet_fm_ratio,0.982,0.042,2019-01
MYS,internet_women,0.83,2.744,2019-01
MYS,internet_men,0.858,1.822,2019-01
MYS,mobile_fm_ratio,0.986,0.039,2019-01
MYS,mobile_women,0.92,1.047,2019-01
MYS,mobile_men,0.951,0.085,2019-01
MWI,internet_fm_ratio,0.407,0.062,2019-01
MWI,internet_women,0.073,0.293,2019-01
MWI,internet_men,0.197,0.267,2019-01
MWI,mobile_fm_ratio,0.681,0.043,2019-01
MWI,mobile_women,0.365,0.733,2019-01
MWI,mobile_men,0.512,0.08,2019-01
MUS,internet_fm_ratio,0.967,0.039,2019-01
MUS,internet_women,0.698,2.47,2019-01
MUS,internet_men,0.755,1.646,2019-01
MUS,mobile_fm_ratio,0.983,0.04,2019-01
MUS,mobile_women,0.875,0.497,2019-01
MUS,mobile_men,0.881,0.082,2019-01
MRT,internet_fm_ratio,0.722,0.065,2019-01
MRT,internet_women,0.339,0.684,2019-01
MRT,internet_men,0.447,0.517,2019-01
MRT,mobile_fm_ratio,0.864,0.039,2019-01
MRT,mobile_women,0.734,1.551,2019-01
MRT,mobile_men,0.82,0.072,2019-01
MOZ,internet_fm_ratio,0.563,0.067,2019-01
MOZ,internet_women,0.12,0.275,2019-01
MOZ,internet_men,0.184,0.252,2019-01
MOZ,mobile_fm_ratio,0.696,0.044,2019-01
MOZ,mobile_women,0.369,0.975,2019-01
MOZ,mobile_men,0.47,0.077,2019-01
MNG,internet_fm_ratio,1.018,0.053,2019-01
MNG,internet_women,0.718,1.221,2019-01
MNG,internet_men,0.688,0.86,2019-01
MNG,mobile_fm_ratio,1.039,0.042,2019-01
MNG,mobile_women,0.887,1.717,2019-01
MNG,mobile_men,0.889,0.092,2019-01
MNE,internet_fm_ratio,0.973,0.041,2019-01
