gid_0,gid_1,outcome,predicted,predicted_error,date
CMR,CMR.3_1,internet_fm_ratio,0.461,0.154,2016-01
CMR,CMR.3_1,mobile_women,0.504,0.092,2017-01
CMR,CMR.3_1,mobile_men,0.683,0.071,2017-01
CMR,CMR.3_1,mobile_fm_ratio,0.711,0.112,2017-01
CMR,CMR.3_1,internet_women,0.13,0.062,2017-01
CMR,CMR.3_1,internet_men,0.277,0.084,2017-01
CMR,CMR.3_1,internet_fm_ratio,0.474,0.155,2017-01
CMR,CMR.3_1,mobile_women,0.508,0.093,2018-01
CMR,CMR.3_1,mobile_men,0.703,0.071,2018-01
CMR,CMR.3_1,mobile_fm_ratio,0.722,0.112,2018-01
CMR,CMR.3_1,internet_women,0.143,0.064,2018-01
CMR,CMR.3_1,internet_men,0.298,0.086,2018-01
CMR,CMR.3_1,internet_fm_ratio,0.495,0.156,2018-01
CMR,CMR.3_1,mobile_women,0.536,0.095,2019-01
CMR,CMR.3_1,mobile_men,0.711,0.07,2019-01
CMR,CMR.3_1,mobile_fm_ratio,0.732,0.112,2019-01
CMR,CMR.3_1,internet_women,0.16,0.066,2019-01
CMR,CMR.3_1,internet_men,0.324,0.089,2019-01
CMR,CMR.3_1,internet_fm_ratio,0.515,0.157,2019-01
CMR,CMR.3_1,mobile_women,0.545,0.097,2020-01
CMR,CMR.3_1,mobile_men,0.715,0.07,2020-01
CMR,CMR.3_1,mobile_fm_ratio,0.747,0.112,2020-01
CMR,CMR.3_1,internet_women,0.17,0.069,2020-01
CMR,CMR.3_1,internet_men,0.343,0.092,2020-01
CMR,CMR.3_1,internet_fm_ratio,0.535,0.159,2020-01
CMR,CMR.3_1,mobile_women,0.552,0.098,2021-01
CMR,CMR.3_1,mobile_men,0.723,0.07,2021-01
CMR,CMR.3_1,mobile_fm_ratio,0.753,0.112,2021-01
CMR,CMR.3_1,internet_women,0.191,0.072,2021-01
CMR,CMR.3_1,internet_men,0.363,0.096,2021-01
CMR,CMR.3_1,internet_fm_ratio,0.548,0.161,2021-01
CMR,CMR.3_1,mobile_women,0.562,0.1,2022-01
CMR,CMR.3_1,mobile_men,0.724,0.072,2022-01
CMR,CMR.3_1,mobile_fm_ratio,0.776,0.112,2022-01
CMR,CMR.3_1,internet_women,0.21,0.074,2022-01
CMR,CMR.3_1,internet_men,0.384,0.096,2022-01
CMR,CMR.3_1,internet_fm_ratio,0.573,0.163,2022-01
CMR,CMR.3_1,mobile_women,0.562,0.102,2023-01
CMR,CMR.3_1,mobile_men,0.725,0.071,2023-01
CMR,CMR.3_1,mobile_fm_ratio,0.776,0.112,2023-01
CMR,CMR.3_1,internet_women,0.211,0.072,2023-01
CMR,CMR.3_1,internet_men,0.391,0.095,2023-01
CMR,CMR.3_1,internet_fm_ratio,0.572,0.161,2023-01
CMR,CMR.3_1,mobile_women,0.59,0.103,2024-01
CMR,CMR.3_1,mobile_men,0.745,0.07,2024-01
CMR,CMR.3_1,mobile_fm_ratio,0.79,0.112,2024-01
CMR,CMR.3_1,internet_women,0.286,0.079,2024-01
CMR,CMR.3_1,internet_men,0.431,0.106,2024-01
CMR,CMR.3_1,internet_fm_ratio,0.628,0.166,2024-01
CMR,CMR.3_1,mobile_women,0.597,0.103,2024-02
CMR,CMR.3_1,mobile_men,0.788,0.069,2024-02
CMR,CMR.3_1,mobile_fm_ratio,0.794,0.112,2024-02
CMR,CMR.3_1,internet_women,0.297,0.081,2024-02
CMR,CMR.3_1,internet_men,0.446,0.11,2024-02
CMR,CMR.3_1,internet_fm_ratio,0.645,0.166,2024-02
CMR,CMR.3_1,mobile_women,0.595,0.103,2024-03
CMR,CMR.3_1,mobile_men,0.752,0.07,2024-03
CMR,CMR.3_1,mobile_fm_ratio,0.794,0.112,2024-03
CMR,CMR.3_1,internet_women,0.295,0.081,2024-03
CMR,CMR.3_1,internet_men,0.444,0.108,2024-03
CMR,CMR.3_1,internet_fm_ratio,0.651,0.167,2024-03
CMR,CMR.3_1,mobile_women,0.597,0.103,2024-04
CMR,CMR.3_1,mobile_men,0.75,0.07,2024-04
CMR,CMR.3_1,mobile_fm_ratio,0.799,0.112,2024-04
CMR,CMR.3_1,internet_women,0.299,0.082,2024-04
CMR,CMR.3_1,internet_men,0.446,0.109,2024-04
CMR,CMR.3_1,internet_fm_ratio,0.656,0.167,2024-04
CMR,CMR.3_1,mobile_women,0.595,0.103,2024-05
CMR,CMR.3_1,mobile_men,0.747,0.07,2024-05
CMR,CMR.3_1,mobile_fm_ratio,0.795,0.112,2024-05
CMR,CMR.3_1,internet_women,0.298,0.082,2024-05
CMR,CMR.3_1,internet_men,0.446,0.109,2024-05
CMR,CMR.3_1,internet_fm_ratio,0.655,0.168,2024-05
CMR,CMR.3_1,mobile_women,0.595,0.103,2024-06
CMR,CMR.3_1,mobile_men,0.748,0.07,2024-06
CMR,CMR.3_1,mobile_fm_ratio,0.795,0.112,2024-06
CMR,CMR.3_1,internet_women,0.299,0.083,2024-06
CMR,CMR.3_1,internet_men,0.449,0.11,2024-06
CMR,CMR.3_1,internet_fm_ratio,0.661,0.168,2024-06
CMR,CMR.3_1,mobile_women,0.593,0.103,2024-07
CMR,CMR.3_1,mobile_men,0.747,0.07,2024-07
CMR,CMR.3_1,mobile_fm_ratio,0.794,0.112,2024-07
CMR,CMR.3_1,internet_women,0.297,0.082,2024-07
CMR,CMR.3_1,internet_men,0.443,0.108,2024-07
CMR,CMR.3_1,internet_fm_ratio,0.653,0.167,2024-07
CMR,CMR.3_1,mobile_women,0.588,0.103,2024-08
CMR,CMR.3_1,mobile_men,0.742,0.07,2024-08
CMR,CMR.3_1,mobile_fm_ratio,0.789,0.112,2024-08
CMR,CMR.3_1,internet_women,0.288,0.08,2024-08
CMR,CMR.3_1,internet_men,0.436,0.106,2024-08
CMR,CMR.3_1,internet_fm_ratio,0.637,0.166,2024-08
CMR,CMR.3_1,mobile_women,0.587,0.103,2024-09
CMR,CMR.3_1,mobile_men,0.741,0.07,2024-09
CMR,CMR.3_1,mobile_fm_ratio,0.787,0.112,2024-09
CMR,CMR.3_1,internet_women,0.287,0.081,2024-09
CMR,CMR.3_1,internet_men,0.438,0.105,2024-09
CMR,CMR.3_1,internet_fm_ratio,0.639,0.166,2024-09
CMR,CMR.3_1,mobile_women,0.59,0.103,2024-10
CMR,CMR.3_1,mobile_men,0.745,0.07,2024-10
CMR,CMR.3_1,mobile_fm_ratio,0.789,0.112,2024-10
CMR,CMR.3_1,internet_women,0.293,0.083,2024-10
CMR,CMR.3_1,internet_men,0.446,0.106,2024-10
CMR,CMR.3_1,internet_fm_ratio,0.646,0.166,2024-10
CMR,CMR.3_1,mobile_women,0.59,0.103,2024-11
CMR,CMR.3_1,mobile_men,0.74,0.07,2024-11
CMR,CMR.3_1,mobile_fm_ratio,0.792,0.112,2024-11
CMR,CMR.3_1,internet_women,0.279,0.079,2024-11
CMR,CMR.3_1,internet_men,0.428,0.107,2024-11
CMR,CMR.3_1,internet_fm_ratio,0.643,0.167,2024-11
CMR,CMR.4_1,mobile_women,0.245,0.088,2015-01
CMR,CMR.4_1,mobile_men,0.552,0.07,2015-01
CMR,CMR.4_1,mobile_fm_ratio,0.526,0.112,2015-01
CMR,CMR.4_1,internet_women,0.013,0.042,2015-01
CMR,CMR.4_1,internet_men,0.138,0.074,2015-01
CMR,CMR.4_1,internet_fm_ratio,0.313,0.15,2015-01
CMR,CMR.4_1,mobile_women,0.305,0.09,2016-01
CMR,CMR.4_1,mobile_men,0.595,0.07,2016-01
CMR,CMR.4_1,mobile_fm_ratio,0.539,0.112,2016-01
CMR,CMR.4_1,internet_women,0.032,0.043,2016-01
CMR,CMR.4_1,internet_men,0.162,0.076,2016-01
CMR,CMR.4_1,internet_fm_ratio,0.315,0.151,2016-01
CMR,CMR.4_1,mobile_women,0.335,0.091,2017-01
CMR,CMR.4_1,mobile_men,0.608,0.07,2017-01
CMR,CMR.4_1,mobile_fm_ratio,0.552,0.112,2017-01
CMR,CMR.4_1,internet_women,0.051,0.045,2017-01
CMR,CMR.4_1,internet_men,0.178,0.078,2017-01
CMR,CMR.4_1,internet_fm_ratio,0.322,0.152,2017-01
CMR,CMR.4_1,mobile_women,0.348,0.093,2018-01
CMR,CMR.4_1,mobile_men,0.636,0.07,2018-01
CMR,CMR.4_1,mobile_fm_ratio,0.58,0.112,2018-01
CMR,CMR.4_1,internet_women,0.064,0.047,2018-01
CMR,CMR.4_1,internet_men,0.196,0.08,2018-01
CMR,CMR.4_1,internet_fm_ratio,0.334,0.154,2018-01
CMR,CMR.4_1,mobile_women,0.384,0.095,2019-01
CMR,CMR.4_1,mobile_men,0.657,0.07,2019-01
CMR,CMR.4_1,mobile_fm_ratio,0.593,0.112,2019-01
CMR,CMR.4_1,internet_women,0.089,0.048,2019-01
CMR,CMR.4_1,internet_men,0.23,0.083,2019-01
CMR,CMR.4_1,internet_fm_ratio,0.353,0.154,2019-01
CMR,CMR.4_1,mobile_women,0.392,0.096,2020-01
CMR,CMR.4_1,mobile_men,0.657,0.07,2020-01
CMR,CMR.4_1,mobile_fm_ratio,0.608,0.112,2020-01
CMR,CMR.4_1,internet_women,0.096,0.051,2020-01
CMR,CMR.4_1,internet_men,0.248,0.086,2020-01
CMR,CMR.4_1,internet_fm_ratio,0.374,0.157,2020-01
CMR,CMR.4_1,mobile_women,0.408,0.098,2021-01
CMR,CMR.4_1,mobile_men,0.661,0.07,2021-01
CMR,CMR.4_1,mobile_fm_ratio,0.623,0.112,2021-01
CMR,CMR.4_1,internet_women,0.115,0.054,2021-01
CMR,CMR.4_1,internet_men,0.276,0.089,2021-01
CMR,CMR.4_1,internet_fm_ratio,0.387,0.159,2021-01
CMR,CMR.4_1,mobile_women,0.41,0.1,2022-01
CMR,CMR.4_1,mobile_men,0.656,0.071,2022-01
CMR,CMR.4_1,mobile_fm_ratio,0.631,0.112,2022-01
CMR,CMR.4_1,internet_women,0.13,0.055,2022-01
CMR,CMR.4_1,internet_men,0.294,0.09,2022-01
CMR,CMR.4_1,internet_fm_ratio,0.4,0.16,2022-01
CMR,CMR.4_1,mobile_women,0.41,0.101,2023-01
CMR,CMR.4_1,mobile_men,0.659,0.071,2023-01
CMR,CMR.4_1,mobile_fm_ratio,0.632,0.112,2023-01
CMR,CMR.4_1,internet_women,0.132,0.054,2023-01
CMR,CMR.4_1,internet_men,0.302,0.088,2023-01
CMR,CMR.4_1,internet_fm_ratio,0.395,0.158,2023-01
CMR,CMR.4_1,mobile_women,0.453,0.103,2024-01
CMR,CMR.4_1,mobile_men,0.691,0.07,2024-01
CMR,CMR.4_1,mobile_fm_ratio,0.65,0.112,2024-01
CMR,CMR.4_1,internet_women,0.204,0.062,2024-01
CMR,CMR.4_1,internet_men,0.358,0.1,2024-01
CMR,CMR.4_1,internet_fm_ratio,0.457,0.163,2024-01
CMR,CMR.4_1,mobile_women,0.466,0.103,2024-02
CMR,CMR.4_1,mobile_men,0.731,0.069,2024-02
CMR,CMR.4_1,mobile_fm_ratio,0.657,0.112,2024-02
CMR,CMR.4_1,internet_women,0.211,0.063,2024-02
CMR,CMR.4_1,internet_men,0.369,0.104,2024-02
CMR,CMR.4_1,internet_fm_ratio,0.48,0.164,2024-02
CMR,CMR.4_1,mobile_women,0.461,0.103,2024-03
CMR,CMR.4_1,mobile_men,0.696,0.069,2024-03
CMR,CMR.4_1,mobile_fm_ratio,0.656,0.112,2024-03
CMR,CMR.4_1,internet_women,0.211,0.063,2024-03
CMR,CMR.4_1,internet_men,0.368,0.102,2024-03
CMR,CMR.4_1,internet_fm_ratio,0.48,0.164,2024-03
CMR,CMR.4_1,mobile_women,0.463,0.103,2024-04
CMR,CMR.4_1,mobile_men,0.695,0.07,2024-04
CMR,CMR.4_1,mobile_fm_ratio,0.657,0.112,2024-04
CMR,CMR.4_1,internet_women,0.215,0.064,2024-04
CMR,CMR.4_1,internet_men,0.375,0.103,2024-04
CMR,CMR.4_1,internet_fm_ratio,0.483,0.165,2024-04
CMR,CMR.4_1,mobile_women,0.461,0.103,2024-05
CMR,CMR.4_1,mobile_men,0.692,0.07,2024-05
CMR,CMR.4_1,mobile_fm_ratio,0.657,0.112,2024-05
CMR,CMR.4_1,internet_women,0.215,0.064,2024-05
CMR,CMR.4_1,internet_men,0.374,0.103,2024-05
CMR,CMR.4_1,internet_fm_ratio,0.484,0.165,2024-05
CMR,CMR.4_1,mobile_women,0.462,0.103,2024-06
CMR,CMR.4_1,mobile_men,0.691,0.07,2024-06
CMR,CMR.4_1,mobile_fm_ratio,0.657,0.112,2024-06
CMR,CMR.4_1,internet_women,0.214,0.064,2024-06
CMR,CMR.4_1,internet_men,0.367,0.104,2024-06
CMR,CMR.4_1,internet_fm_ratio,0.483,0.165,2024-06
CMR,CMR.4_1,mobile_women,0.459,0.103,2024-07
CMR,CMR.4_1,mobile_men,0.689,0.07,2024-07
CMR,CMR.4_1,mobile_fm_ratio,0.656,0.112,2024-07
CMR,CMR.4_1,internet_women,0.209,0.063,2024-07
CMR,CMR.4_1,internet_men,0.362,0.102,2024-07
CMR,CMR.4_1,internet_fm_ratio,0.48,0.165,2024-07
CMR,CMR.4_1,mobile_women,0.451,0.103,2024-08
CMR,CMR.4_1,mobile_men,0.684,0.07,2024-08
CMR,CMR.4_1,mobile_fm_ratio,0.651,0.112,2024-08
CMR,CMR.4_1,internet_women,0.199,0.061,2024-08
CMR,CMR.4_1,internet_men,0.35,0.1,2024-08
CMR,CMR.4_1,internet_fm_ratio,0.456,0.164,2024-08
CMR,CMR.4_1,mobile_women,0.442,0.103,2024-09
CMR,CMR.4_1,mobile_men,0.678,0.07,2024-09
CMR,CMR.4_1,mobile_fm_ratio,0.651,0.112,2024-09
CMR,CMR.4_1,internet_women,0.201,0.061,2024-09
CMR,CMR.4_1,internet_men,0.353,0.099,2024-09
CMR,CMR.4_1,internet_fm_ratio,0.456,0.163,2024-09
CMR,CMR.4_1,mobile_women,0.447,0.103,2024-10
CMR,CMR.4_1,mobile_men,0.683,0.07,2024-10
CMR,CMR.4_1,mobile_fm_ratio,0.652,0.112,2024-10
CMR,CMR.4_1,internet_women,0.205,0.062,2024-10
CMR,CMR.4_1,internet_men,0.356,0.1,2024-10
CMR,CMR.4_1,internet_fm_ratio,0.46,0.164,2024-10
CMR,CMR.4_1,mobile_women,0.449,0.103,2024-11
CMR,CMR.4_1,mobile_men,0.67,0.07,2024-11
CMR,CMR.4_1,mobile_fm_ratio,0.657,0.112,2024-11
CMR,CMR.4_1,internet_women,0.201,0.061,2024-11
CMR,CMR.4_1,internet_men,0.353,0.101,2024-11
CMR,CMR.4_1,internet_fm_ratio,0.479,0.164,2024-11
CMR,CMR.5_1,mobile_women,0.747,0.089,2015-01
CMR,CMR.5_1,mobile_men,0.828,0.071,2015-01
CMR,CMR.5_1,mobile_fm_ratio,0.896,0.111,2015-01
CMR,CMR.5_1,internet_women,0.332,0.093,2015-01
CMR,CMR.5_1,internet_men,0.483,0.096,2015-01
CMR,CMR.5_1,internet_fm_ratio,0.68,0.158,2015-01
CMR,CMR.5_1,mobile_women,0.785,0.091,2016-01
CMR,CMR.5_1,mobile_men,0.855,0.071,2016-01
CMR,CMR.5_1,mobile_fm_ratio,0.904,0.111,2016-01
CMR,CMR.5_1,internet_women,0.365,0.096,2016-01
CMR,CMR.5_1,internet_men,0.509,0.098,2016-01
CMR,CMR.5_1,internet_fm_ratio,0.683,0.159,2016-01
CMR,CMR.5_1,mobile_women,0.819,0.092,2017-01
CMR,CMR.5_1,mobile_men,0.858,0.071,2017-01
CMR,CMR.5_1,mobile_fm_ratio,0.912,0.111,2017-01
CMR,CMR.5_1,internet_women,0.393,0.098,2017-01
CMR,CMR.5_1,internet_men,0.53,0.1,2017-01
CMR,CMR.5_1,internet_fm_ratio,0.697,0.16,2017-01
CMR,CMR.5_1,mobile_women,0.832,0.094,2018-01
CMR,CMR.5_1,mobile_men,0.872,0.071,2018-01
CMR,CMR.5_1,mobile_fm_ratio,0.933,0.111,2018-01
CMR,CMR.5_1,internet_women,0.415,0.101,2018-01
CMR,CMR.5_1,internet_men,0.553,0.103,2018-01
CMR,CMR.5_1,internet_fm_ratio,0.716,0.161,2018-01
CMR,CMR.5_1,mobile_women,0.838,0.096,2019-01
CMR,CMR.5_1,mobile_men,0.879,0.071,2019-01
CMR,CMR.5_1,mobile_fm_ratio,0.94,0.112,2019-01
CMR,CMR.5_1,internet_women,0.434,0.103,2019-01
CMR,CMR.5_1,internet_men,0.571,0.105,2019-01
CMR,CMR.5_1,internet_fm_ratio,0.736,0.162,2019-01
CMR,CMR.5_1,mobile_women,0.844,0.097,2020-01
CMR,CMR.5_1,mobile_men,0.88,0.071,2020-01
CMR,CMR.5_1,mobile_fm_ratio,0.957,0.112,2020-01
CMR,CMR.5_1,internet_women,0.44,0.107,2020-01
CMR,CMR.5_1,internet_men,0.586,0.108,2020-01
CMR,CMR.5_1,internet_fm_ratio,0.765,0.165,2020-01
CMR,CMR.5_1,mobile_women,0.847,0.099,2021-01
CMR,CMR.5_1,mobile_men,0.882,0.071,2021-01
CMR,CMR.5_1,mobile_fm_ratio,0.962,0.112,2021-01
CMR,CMR.5_1,internet_women,0.472,0.113,2021-01
CMR,CMR.5_1,internet_men,0.614,0.112,2021-01
CMR,CMR.5_1,internet_fm_ratio,0.772,0.166,2021-01
CMR,CMR.5_1,mobile_women,0.86,0.101,2022-01
CMR,CMR.5_1,mobile_men,0.885,0.072,2022-01
CMR,CMR.5_1,mobile_fm_ratio,0.977,0.112,2022-01
CMR,CMR.5_1,internet_women,0.501,0.117,2022-01
CMR,CMR.5_1,internet_men,0.631,0.112,2022-01
CMR,CMR.5_1,internet_fm_ratio,0.796,0.168,2022-01
CMR,CMR.5_1,mobile_women,0.863,0.103,2023-01
CMR,CMR.5_1,mobile_men,0.886,0.072,2023-01
CMR,CMR.5_1,mobile_fm_ratio,0.976,0.112,2023-01
CMR,CMR.5_1,internet_women,0.501,0.114,2023-01
CMR,CMR.5_1,internet_men,0.639,0.111,2023-01
CMR,CMR.5_1,internet_fm_ratio,0.795,0.166,2023-01
CMR,CMR.5_1,mobile_women,0.877,0.104,2024-01
CMR,CMR.5_1,mobile_men,0.897,0.071,2024-01
CMR,CMR.5_1,mobile_fm_ratio,0.987,0.112,2024-01
CMR,CMR.5_1,internet_women,0.593,0.128,2024-01
CMR,CMR.5_1,internet_men,0.697,0.123,2024-01
CMR,CMR.5_1,internet_fm_ratio,0.828,0.171,2024-01
CMR,CMR.5_1,mobile_women,0.884,0.104,2024-02
CMR,CMR.5_1,mobile_men,0.921,0.07,2024-02
CMR,CMR.5_1,mobile_fm_ratio,0.99,0.112,2024-02
CMR,CMR.5_1,internet_women,0.605,0.13,2024-02
CMR,CMR.5_1,internet_men,0.71,0.126,2024-02
CMR,CMR.5_1,internet_fm_ratio,0.826,0.172,2024-02
CMR,CMR.5_1,mobile_women,0.885,0.104,2024-03
CMR,CMR.5_1,mobile_men,0.902,0.07,2024-03
CMR,CMR.5_1,mobile_fm_ratio,0.99,0.112,2024-03
CMR,CMR.5_1,internet_women,0.609,0.131,2024-03
CMR,CMR.5_1,internet_men,0.708,0.125,2024-03
CMR,CMR.5_1,internet_fm_ratio,0.833,0.172,2024-03
CMR,CMR.5_1,mobile_women,0.886,0.104,2024-04
CMR,CMR.5_1,mobile_men,0.901,0.071,2024-04
CMR,CMR.5_1,mobile_fm_ratio,0.992,0.112,2024-04
CMR,CMR.5_1,internet_women,0.614,0.133,2024-04
CMR,CMR.5_1,internet_men,0.712,0.126,2024-04
CMR,CMR.5_1,internet_fm_ratio,0.835,0.173,2024-04
CMR,CMR.5_1,mobile_women,0.884,0.104,2024-05
CMR,CMR.5_1,mobile_men,0.899,0.071,2024-05
CMR,CMR.5_1,mobile_fm_ratio,0.991,0.112,2024-05
CMR,CMR.5_1,internet_women,0.614,0.133,2024-05
CMR,CMR.5_1,internet_men,0.712,0.126,2024-05
CMR,CMR.5_1,internet_fm_ratio,0.835,0.173,2024-05
CMR,CMR.5_1,mobile_women,0.885,0.104,2024-06
CMR,CMR.5_1,mobile_men,0.899,0.071,2024-06
CMR,CMR.5_1,mobile_fm_ratio,0.992,0.112,2024-06
CMR,CMR.5_1,internet_women,0.615,0.133,2024-06
CMR,CMR.5_1,internet_men,0.712,0.126,2024-06
CMR,CMR.5_1,internet_fm_ratio,0.836,0.173,2024-06
CMR,CMR.5_1,mobile_women,0.88,0.104,2024-07
CMR,CMR.5_1,mobile_men,0.898,0.071,2024-07
CMR,CMR.5_1,mobile_fm_ratio,0.993,0.112,2024-07
CMR,CMR.5_1,internet_women,0.601,0.13,2024-07
CMR,CMR.5_1,internet_men,0.702,0.125,2024-07
CMR,CMR.5_1,internet_fm_ratio,0.835,0.173,2024-07
CMR,CMR.5_1,mobile_women,0.878,0.104,2024-08
CMR,CMR.5_1,mobile_men,0.894,0.071,2024-08
CMR,CMR.5_1,mobile_fm_ratio,0.989,0.112,2024-08
CMR,CMR.5_1,internet_women,0.591,0.128,2024-08
CMR,CMR.5_1,internet_men,0.694,0.122,2024-08
CMR,CMR.5_1,internet_fm_ratio,0.834,0.172,2024-08
CMR,CMR.5_1,mobile_women,0.867,0.104,2024-09
CMR,CMR.5_1,mobile_men,0.892,0.071,2024-09
CMR,CMR.5_1,mobile_fm_ratio,0.985,0.112,2024-09
CMR,CMR.5_1,internet_women,0.591,0.128,2024-09
CMR,CMR.5_1,internet_men,0.694,0.121,2024-09
CMR,CMR.5_1,internet_fm_ratio,0.829,0.171,2024-09
CMR,CMR.5_1,mobile_women,0.881,0.104,2024-10
CMR,CMR.5_1,mobile_men,0.895,0.071,2024-10
CMR,CMR.5_1,mobile_fm_ratio,0.986,0.112,2024-10
CMR,CMR.5_1,internet_women,0.6,0.129,2024-10
CMR,CMR.5_1,internet_men,0.7,0.122,2024-10
CMR,CMR.5_1,internet_fm_ratio,0.832,0.172,2024-10
CMR,CMR.5_1,mobile_women,0.879,0.104,2024-11
CMR,CMR.5_1,mobile_men,0.895,0.071,2024-11
CMR,CMR.5_1,mobile_fm_ratio,0.994,0.112,2024-11
CMR,CMR.5_1,internet_women,0.586,0.125,2024-11
CMR,CMR.5_1,internet_men,0.69,0.124,2024-11
CMR,CMR.5_1,internet_fm_ratio,0.841,0.172,2024-11
CMR,CMR.7_1,mobile_women,0.265,0.088,2015-01
CMR,CMR.7_1,mobile_men,0.559,0.07,2015-01
CMR,CMR.7_1,mobile_fm_ratio,0.534,0.108,2015-01
CMR,CMR.7_1,internet_women,0.022,0.045,2015-01
CMR,CMR.7_1,internet_men,0.142,0.075,2015-01
CMR,CMR.7_1,internet_fm_ratio,0.319,0.149,2015-01
CMR,CMR.7_1,mobile_women,0.316,0.09,2016-01
CMR,CMR.7_1,mobile_men,0.6,0.07,2016-01
CMR,CMR.7_1,mobile_fm_ratio,0.546,0.108,2016-01
CMR,CMR.7_1,internet_women,0.041,0.047,2016-01
CMR,CMR.7_1,internet_men,0.165,0.077,2016-01
CMR,CMR.7_1,internet_fm_ratio,0.333,0.15,2016-01
CMR,CMR.7_1,mobile_women,0.346,0.091,2017-01
CMR,CMR.7_1,mobile_men,0.605,0.07,2017-01
CMR,CMR.7_1,mobile_fm_ratio,0.556,0.108,2017-01
CMR,CMR.7_1,internet_women,0.058,0.048,2017-01
CMR,CMR.7_1,internet_men,0.177,0.079,2017-01
CMR,CMR.7_1,internet_fm_ratio,0.34,0.151,2017-01
CMR,CMR.7_1,mobile_women,0.355,0.093,2018-01
CMR,CMR.7_1,mobile_men,0.638,0.07,2018-01
CMR,CMR.7_1,mobile_fm_ratio,0.572,0.108,2018-01
CMR,CMR.7_1,internet_women,0.069,0.05,2018-01
CMR,CMR.7_1,internet_men,0.191,0.081,2018-01
CMR,CMR.7_1,internet_fm_ratio,0.353,0.153,2018-01
CMR,CMR.7_1,mobile_women,0.389,0.095,2019-01
CMR,CMR.7_1,mobile_men,0.649,0.07,2019-01
CMR,CMR.7_1,mobile_fm_ratio,0.586,0.108,2019-01
CMR,CMR.7_1,internet_women,0.087,0.051,2019-01
CMR,CMR.7_1,internet_men,0.218,0.084,2019-01
CMR,CMR.7_1,internet_fm_ratio,0.371,0.153,2019-01
CMR,CMR.7_1,mobile_women,0.398,0.096,2020-01
CMR,CMR.7_1,mobile_men,0.643,0.07,2020-01
CMR,CMR.7_1,mobile_fm_ratio,0.613,0.108,2020-01
CMR,CMR.7_1,internet_women,0.095,0.054,2020-01
CMR,CMR.7_1,internet_men,0.23,0.087,2020-01
CMR,CMR.7_1,internet_fm_ratio,0.384,0.156,2020-01
CMR,CMR.7_1,mobile_women,0.412,0.098,2021-01
CMR,CMR.7_1,mobile_men,0.65,0.07,2021-01
CMR,CMR.7_1,mobile_fm_ratio,0.622,0.108,2021-01
CMR,CMR.7_1,internet_women,0.115,0.056,2021-01
CMR,CMR.7_1,internet_men,0.254,0.091,2021-01
CMR,CMR.7_1,internet_fm_ratio,0.394,0.158,2021-01
CMR,CMR.7_1,mobile_women,0.42,0.1,2022-01
CMR,CMR.7_1,mobile_men,0.657,0.072,2022-01
CMR,CMR.7_1,mobile_fm_ratio,0.635,0.108,2022-01
CMR,CMR.7_1,internet_women,0.129,0.057,2022-01
CMR,CMR.7_1,internet_men,0.271,0.091,2022-01
CMR,CMR.7_1,internet_fm_ratio,0.407,0.159,2022-01
CMR,CMR.7_1,mobile_women,0.419,0.101,2023-01
CMR,CMR.7_1,mobile_men,0.658,0.071,2023-01
CMR,CMR.7_1,mobile_fm_ratio,0.635,0.108,2023-01
CMR,CMR.7_1,internet_women,0.131,0.056,2023-01
CMR,CMR.7_1,internet_men,0.277,0.09,2023-01
CMR,CMR.7_1,internet_fm_ratio,0.406,0.158,2023-01
CMR,CMR.7_1,mobile_women,0.454,0.103,2024-01
CMR,CMR.7_1,mobile_men,0.691,0.07,2024-01
CMR,CMR.7_1,mobile_fm_ratio,0.652,0.108,2024-01
CMR,CMR.7_1,internet_women,0.197,0.062,2024-01
CMR,CMR.7_1,internet_men,0.331,0.102,2024-01
CMR,CMR.7_1,internet_fm_ratio,0.465,0.162,2024-01
CMR,CMR.7_1,mobile_women,0.466,0.103,2024-02
CMR,CMR.7_1,mobile_men,0.732,0.069,2024-02
CMR,CMR.7_1,mobile_fm_ratio,0.657,0.108,2024-02
CMR,CMR.7_1,internet_women,0.206,0.064,2024-02
CMR,CMR.7_1,internet_men,0.35,0.105,2024-02
CMR,CMR.7_1,internet_fm_ratio,0.489,0.163,2024-02
CMR,CMR.7_1,mobile_women,0.462,0.103,2024-03
CMR,CMR.7_1,mobile_men,0.697,0.069,2024-03
CMR,CMR.7_1,mobile_fm_ratio,0.657,0.108,2024-03
CMR,CMR.7_1,internet_women,0.205,0.064,2024-03
CMR,CMR.7_1,internet_men,0.348,0.104,2024-03
CMR,CMR.7_1,internet_fm_ratio,0.489,0.163,2024-03
CMR,CMR.7_1,mobile_women,0.465,0.103,2024-04
CMR,CMR.7_1,mobile_men,0.696,0.07,2024-04
CMR,CMR.7_1,mobile_fm_ratio,0.659,0.108,2024-04
CMR,CMR.7_1,internet_women,0.208,0.065,2024-04
CMR,CMR.7_1,internet_men,0.352,0.105,2024-04
CMR,CMR.7_1,internet_fm_ratio,0.492,0.164,2024-04
CMR,CMR.7_1,mobile_women,0.463,0.103,2024-05
CMR,CMR.7_1,mobile_men,0.694,0.07,2024-05
CMR,CMR.7_1,mobile_fm_ratio,0.658,0.108,2024-05
CMR,CMR.7_1,internet_women,0.208,0.065,2024-05
CMR,CMR.7_1,internet_men,0.351,0.105,2024-05
CMR,CMR.7_1,internet_fm_ratio,0.493,0.165,2024-05
CMR,CMR.7_1,mobile_women,0.465,0.103,2024-06
