gid_0,gid_1,outcome,predicted,predicted_error,date
AFG,AFG.1_1,mobile_fm_ratio,0.318,0.062,2020-01
AFG,AFG.1_1,internet_women,0.116,0.044,2020-01
AFG,AFG.1_1,internet_men,0.293,0.073,2020-01
AFG,AFG.1_1,internet_fm_ratio,0.196,0.073,2020-01
AFG,AFG.1_1,mobile_women,0.216,0.093,2021-01
AFG,AFG.1_1,mobile_men,0.745,0.04,2021-01
AFG,AFG.1_1,mobile_fm_ratio,0.328,0.062,2021-01
AFG,AFG.1_1,internet_women,0.123,0.046,2021-01
AFG,AFG.1_1,internet_men,0.295,0.072,2021-01
AFG,AFG.1_1,internet_fm_ratio,0.207,0.074,2021-01
AFG,AFG.1_1,mobile_women,0.122,0.094,2022-01
AFG,AFG.1_1,mobile_men,0.657,0.04,2022-01
AFG,AFG.1_1,mobile_fm_ratio,0.264,0.062,2022-01
AFG,AFG.1_1,internet_women,0.091,0.043,2022-01
AFG,AFG.1_1,internet_men,0.284,0.062,2022-01
AFG,AFG.1_1,internet_fm_ratio,0.153,0.069,2022-01
AFG,AFG.1_1,mobile_women,0.099,0.096,2023-01
AFG,AFG.1_1,mobile_men,0.651,0.04,2023-01
AFG,AFG.1_1,mobile_fm_ratio,0.258,0.062,2023-01
AFG,AFG.1_1,internet_women,0.087,0.04,2023-01
AFG,AFG.1_1,internet_men,0.29,0.058,2023-01
AFG,AFG.1_1,internet_fm_ratio,0.151,0.067,2023-01
AFG,AFG.1_1,mobile_women,0.153,0.098,2024-01
AFG,AFG.1_1,mobile_men,0.68,0.04,2024-01
AFG,AFG.1_1,mobile_fm_ratio,0.277,0.062,2024-01
AFG,AFG.1_1,internet_women,0.115,0.045,2024-01
AFG,AFG.1_1,internet_men,0.323,0.067,2024-01
AFG,AFG.1_1,internet_fm_ratio,0.168,0.07,2024-01
AFG,AFG.1_1,mobile_women,0.168,0.098,2024-02
AFG,AFG.1_1,mobile_men,0.691,0.04,2024-02
AFG,AFG.1_1,mobile_fm_ratio,0.282,0.062,2024-02
AFG,AFG.1_1,internet_women,0.122,0.046,2024-02
AFG,AFG.1_1,internet_men,0.328,0.069,2024-02
AFG,AFG.1_1,internet_fm_ratio,0.173,0.071,2024-02
AFG,AFG.1_1,mobile_women,0.162,0.098,2024-03
AFG,AFG.1_1,mobile_men,0.688,0.04,2024-03
AFG,AFG.1_1,mobile_fm_ratio,0.279,0.062,2024-03
AFG,AFG.1_1,internet_women,0.119,0.045,2024-03
AFG,AFG.1_1,internet_men,0.33,0.068,2024-03
AFG,AFG.1_1,internet_fm_ratio,0.171,0.071,2024-03
AFG,AFG.1_1,mobile_women,0.166,0.098,2024-04
AFG,AFG.1_1,mobile_men,0.691,0.04,2024-04
AFG,AFG.1_1,mobile_fm_ratio,0.281,0.062,2024-04
AFG,AFG.1_1,internet_women,0.121,0.046,2024-04
AFG,AFG.1_1,internet_men,0.331,0.069,2024-04
AFG,AFG.1_1,internet_fm_ratio,0.172,0.071,2024-04
AFG,AFG.1_1,mobile_women,0.169,0.098,2024-05
AFG,AFG.1_1,mobile_men,0.692,0.04,2024-05
AFG,AFG.1_1,mobile_fm_ratio,0.282,0.062,2024-05
AFG,AFG.1_1,internet_women,0.122,0.046,2024-05
AFG,AFG.1_1,internet_men,0.332,0.069,2024-05
AFG,AFG.1_1,internet_fm_ratio,0.173,0.071,2024-05
AFG,AFG.1_1,mobile_women,0.171,0.098,2024-06
AFG,AFG.1_1,mobile_men,0.693,0.04,2024-06
AFG,AFG.1_1,mobile_fm_ratio,0.282,0.062,2024-06
AFG,AFG.1_1,internet_women,0.123,0.046,2024-06
AFG,AFG.1_1,internet_men,0.333,0.07,2024-06
AFG,AFG.1_1,internet_fm_ratio,0.173,0.071,2024-06
AFG,AFG.1_1,mobile_women,0.165,0.098,2024-07
AFG,AFG.1_1,mobile_men,0.682,0.04,2024-07
AFG,AFG.1_1,mobile_fm_ratio,0.28,0.062,2024-07
AFG,AFG.1_1,internet_women,0.12,0.045,2024-07
AFG,AFG.1_1,internet_men,0.329,0.069,2024-07
AFG,AFG.1_1,internet_fm_ratio,0.171,0.071,2024-07
AFG,AFG.1_1,mobile_women,0.15,0.098,2024-08
AFG,AFG.1_1,mobile_men,0.662,0.039,2024-08
AFG,AFG.1_1,mobile_fm_ratio,0.277,0.062,2024-08
AFG,AFG.1_1,internet_women,0.114,0.044,2024-08
AFG,AFG.1_1,internet_men,0.309,0.067,2024-08
AFG,AFG.1_1,internet_fm_ratio,0.167,0.069,2024-08
AFG,AFG.1_1,mobile_women,0.15,0.098,2024-09
AFG,AFG.1_1,mobile_men,0.677,0.039,2024-09
AFG,AFG.1_1,mobile_fm_ratio,0.275,0.062,2024-09
AFG,AFG.1_1,internet_women,0.113,0.044,2024-09
AFG,AFG.1_1,internet_men,0.322,0.066,2024-09
AFG,AFG.1_1,internet_fm_ratio,0.166,0.069,2024-09
AFG,AFG.1_1,mobile_women,0.158,0.098,2024-10
AFG,AFG.1_1,mobile_men,0.681,0.039,2024-10
AFG,AFG.1_1,mobile_fm_ratio,0.277,0.062,2024-10
AFG,AFG.1_1,internet_women,0.116,0.044,2024-10
AFG,AFG.1_1,internet_men,0.326,0.067,2024-10
AFG,AFG.1_1,internet_fm_ratio,0.167,0.07,2024-10
AFG,AFG.1_1,mobile_women,0.161,0.098,2024-11
AFG,AFG.1_1,mobile_men,0.662,0.039,2024-11
AFG,AFG.1_1,mobile_fm_ratio,0.279,0.062,2024-11
AFG,AFG.1_1,internet_women,0.116,0.044,2024-11
AFG,AFG.1_1,internet_men,0.321,0.068,2024-11
AFG,AFG.1_1,internet_fm_ratio,0.169,0.07,2024-11
AFG,AFG.2_1,mobile_women,0.269,0.084,2015-01
AFG,AFG.2_1,mobile_men,0.801,0.041,2015-01
AFG,AFG.2_1,mobile_fm_ratio,0.324,0.092,2015-01
AFG,AFG.2_1,internet_women,0.055,0.046,2015-01
AFG,AFG.2_1,internet_men,0.255,0.081,2015-01
AFG,AFG.2_1,internet_fm_ratio,0.178,0.09,2015-01
AFG,AFG.2_1,mobile_women,0.271,0.086,2016-01
AFG,AFG.2_1,mobile_men,0.809,0.041,2016-01
AFG,AFG.2_1,mobile_fm_ratio,0.325,0.092,2016-01
AFG,AFG.2_1,internet_women,0.061,0.046,2016-01
AFG,AFG.2_1,internet_men,0.263,0.082,2016-01
AFG,AFG.2_1,internet_fm_ratio,0.19,0.09,2016-01
AFG,AFG.2_1,mobile_women,0.284,0.088,2017-01
AFG,AFG.2_1,mobile_men,0.814,0.041,2017-01
AFG,AFG.2_1,mobile_fm_ratio,0.347,0.092,2017-01
AFG,AFG.2_1,internet_women,0.068,0.045,2017-01
AFG,AFG.2_1,internet_men,0.271,0.082,2017-01
AFG,AFG.2_1,internet_fm_ratio,0.21,0.09,2017-01
AFG,AFG.2_1,mobile_women,0.285,0.09,2018-01
AFG,AFG.2_1,mobile_men,0.81,0.041,2018-01
AFG,AFG.2_1,mobile_fm_ratio,0.362,0.092,2018-01
AFG,AFG.2_1,internet_women,0.077,0.045,2018-01
AFG,AFG.2_1,internet_men,0.284,0.081,2018-01
AFG,AFG.2_1,internet_fm_ratio,0.215,0.09,2018-01
AFG,AFG.2_1,mobile_women,0.282,0.091,2019-01
AFG,AFG.2_1,mobile_men,0.808,0.041,2019-01
AFG,AFG.2_1,mobile_fm_ratio,0.366,0.092,2019-01
AFG,AFG.2_1,internet_women,0.089,0.044,2019-01
AFG,AFG.2_1,internet_men,0.302,0.08,2019-01
AFG,AFG.2_1,internet_fm_ratio,0.221,0.089,2019-01
AFG,AFG.2_1,mobile_women,0.269,0.093,2020-01
AFG,AFG.2_1,mobile_men,0.782,0.042,2020-01
AFG,AFG.2_1,mobile_fm_ratio,0.371,0.092,2020-01
AFG,AFG.2_1,internet_women,0.099,0.046,2020-01
AFG,AFG.2_1,internet_men,0.309,0.079,2020-01
AFG,AFG.2_1,internet_fm_ratio,0.225,0.09,2020-01
AFG,AFG.2_1,mobile_women,0.27,0.095,2021-01
AFG,AFG.2_1,mobile_men,0.768,0.042,2021-01
AFG,AFG.2_1,mobile_fm_ratio,0.382,0.092,2021-01
AFG,AFG.2_1,internet_women,0.106,0.047,2021-01
AFG,AFG.2_1,internet_men,0.315,0.078,2021-01
AFG,AFG.2_1,internet_fm_ratio,0.241,0.091,2021-01
AFG,AFG.2_1,mobile_women,0.178,0.096,2022-01
AFG,AFG.2_1,mobile_men,0.678,0.042,2022-01
AFG,AFG.2_1,mobile_fm_ratio,0.319,0.092,2022-01
AFG,AFG.2_1,internet_women,0.074,0.044,2022-01
AFG,AFG.2_1,internet_men,0.299,0.068,2022-01
AFG,AFG.2_1,internet_fm_ratio,0.187,0.085,2022-01
AFG,AFG.2_1,mobile_women,0.155,0.098,2023-01
AFG,AFG.2_1,mobile_men,0.67,0.042,2023-01
AFG,AFG.2_1,mobile_fm_ratio,0.311,0.092,2023-01
AFG,AFG.2_1,internet_women,0.07,0.041,2023-01
AFG,AFG.2_1,internet_men,0.3,0.064,2023-01
AFG,AFG.2_1,internet_fm_ratio,0.184,0.083,2023-01
AFG,AFG.2_1,mobile_women,0.204,0.1,2024-01
AFG,AFG.2_1,mobile_men,0.69,0.041,2024-01
AFG,AFG.2_1,mobile_fm_ratio,0.329,0.092,2024-01
AFG,AFG.2_1,internet_women,0.095,0.045,2024-01
AFG,AFG.2_1,internet_men,0.322,0.072,2024-01
AFG,AFG.2_1,internet_fm_ratio,0.2,0.087,2024-01
AFG,AFG.2_1,mobile_women,0.219,0.1,2024-02
AFG,AFG.2_1,mobile_men,0.697,0.041,2024-02
AFG,AFG.2_1,mobile_fm_ratio,0.337,0.092,2024-02
AFG,AFG.2_1,internet_women,0.102,0.046,2024-02
AFG,AFG.2_1,internet_men,0.329,0.075,2024-02
AFG,AFG.2_1,internet_fm_ratio,0.209,0.088,2024-02
AFG,AFG.2_1,mobile_women,0.213,0.1,2024-03
AFG,AFG.2_1,mobile_men,0.696,0.041,2024-03
AFG,AFG.2_1,mobile_fm_ratio,0.334,0.092,2024-03
AFG,AFG.2_1,internet_women,0.099,0.046,2024-03
AFG,AFG.2_1,internet_men,0.328,0.074,2024-03
AFG,AFG.2_1,internet_fm_ratio,0.203,0.087,2024-03
AFG,AFG.2_1,mobile_women,0.218,0.1,2024-04
AFG,AFG.2_1,mobile_men,0.697,0.041,2024-04
AFG,AFG.2_1,mobile_fm_ratio,0.335,0.092,2024-04
AFG,AFG.2_1,internet_women,0.101,0.046,2024-04
AFG,AFG.2_1,internet_men,0.329,0.074,2024-04
AFG,AFG.2_1,internet_fm_ratio,0.204,0.088,2024-04
AFG,AFG.2_1,mobile_women,0.22,0.1,2024-05
AFG,AFG.2_1,mobile_men,0.697,0.041,2024-05
AFG,AFG.2_1,mobile_fm_ratio,0.337,0.092,2024-05
AFG,AFG.2_1,internet_women,0.102,0.046,2024-05
AFG,AFG.2_1,internet_men,0.33,0.075,2024-05
AFG,AFG.2_1,internet_fm_ratio,0.209,0.088,2024-05
AFG,AFG.2_1,mobile_women,0.223,0.1,2024-06
AFG,AFG.2_1,mobile_men,0.698,0.041,2024-06
AFG,AFG.2_1,mobile_fm_ratio,0.336,0.092,2024-06
AFG,AFG.2_1,internet_women,0.103,0.047,2024-06
AFG,AFG.2_1,internet_men,0.331,0.075,2024-06
AFG,AFG.2_1,internet_fm_ratio,0.207,0.088,2024-06
AFG,AFG.2_1,mobile_women,0.217,0.1,2024-07
AFG,AFG.2_1,mobile_men,0.685,0.041,2024-07
AFG,AFG.2_1,mobile_fm_ratio,0.333,0.092,2024-07
AFG,AFG.2_1,internet_women,0.1,0.046,2024-07
AFG,AFG.2_1,internet_men,0.326,0.074,2024-07
AFG,AFG.2_1,internet_fm_ratio,0.204,0.087,2024-07
AFG,AFG.2_1,mobile_women,0.206,0.1,2024-08
AFG,AFG.2_1,mobile_men,0.695,0.041,2024-08
AFG,AFG.2_1,mobile_fm_ratio,0.332,0.092,2024-08
AFG,AFG.2_1,internet_women,0.098,0.046,2024-08
AFG,AFG.2_1,internet_men,0.325,0.072,2024-08
AFG,AFG.2_1,internet_fm_ratio,0.202,0.086,2024-08
AFG,AFG.2_1,mobile_women,0.204,0.1,2024-09
AFG,AFG.2_1,mobile_men,0.707,0.041,2024-09
AFG,AFG.2_1,mobile_fm_ratio,0.33,0.092,2024-09
AFG,AFG.2_1,internet_women,0.098,0.046,2024-09
AFG,AFG.2_1,internet_men,0.337,0.071,2024-09
AFG,AFG.2_1,internet_fm_ratio,0.199,0.086,2024-09
AFG,AFG.2_1,mobile_women,0.208,0.1,2024-10
AFG,AFG.2_1,mobile_men,0.696,0.041,2024-10
AFG,AFG.2_1,mobile_fm_ratio,0.329,0.092,2024-10
AFG,AFG.2_1,internet_women,0.096,0.045,2024-10
AFG,AFG.2_1,internet_men,0.324,0.073,2024-10
AFG,AFG.2_1,internet_fm_ratio,0.199,0.086,2024-10
AFG,AFG.2_1,mobile_women,0.219,0.1,2024-11
AFG,AFG.2_1,mobile_men,0.711,0.041,2024-11
AFG,AFG.2_1,mobile_fm_ratio,0.331,0.092,2024-11
AFG,AFG.2_1,internet_women,0.105,0.048,2024-11
AFG,AFG.2_1,internet_men,0.348,0.074,2024-11
AFG,AFG.2_1,internet_fm_ratio,0.204,0.087,2024-11
AFG,AFG.3_1,mobile_women,0.22,0.084,2015-01
AFG,AFG.3_1,mobile_men,0.782,0.041,2015-01
AFG,AFG.3_1,mobile_fm_ratio,0.283,0.078,2015-01
AFG,AFG.3_1,internet_women,0.054,0.043,2015-01
AFG,AFG.3_1,internet_men,0.244,0.08,2015-01
AFG,AFG.3_1,internet_fm_ratio,0.19,0.085,2015-01
AFG,AFG.3_1,mobile_women,0.224,0.085,2016-01
AFG,AFG.3_1,mobile_men,0.786,0.041,2016-01
AFG,AFG.3_1,mobile_fm_ratio,0.281,0.078,2016-01
AFG,AFG.3_1,internet_women,0.061,0.043,2016-01
AFG,AFG.3_1,internet_men,0.253,0.08,2016-01
AFG,AFG.3_1,internet_fm_ratio,0.19,0.085,2016-01
AFG,AFG.3_1,mobile_women,0.238,0.087,2017-01
AFG,AFG.3_1,mobile_men,0.792,0.041,2017-01
AFG,AFG.3_1,mobile_fm_ratio,0.3,0.078,2017-01
AFG,AFG.3_1,internet_women,0.068,0.043,2017-01
AFG,AFG.3_1,internet_men,0.261,0.081,2017-01
AFG,AFG.3_1,internet_fm_ratio,0.199,0.085,2017-01
AFG,AFG.3_1,mobile_women,0.239,0.089,2018-01
AFG,AFG.3_1,mobile_men,0.789,0.041,2018-01
AFG,AFG.3_1,mobile_fm_ratio,0.314,0.078,2018-01
AFG,AFG.3_1,internet_women,0.077,0.043,2018-01
AFG,AFG.3_1,internet_men,0.277,0.08,2018-01
AFG,AFG.3_1,internet_fm_ratio,0.205,0.085,2018-01
AFG,AFG.3_1,mobile_women,0.236,0.09,2019-01
AFG,AFG.3_1,mobile_men,0.791,0.041,2019-01
AFG,AFG.3_1,mobile_fm_ratio,0.32,0.078,2019-01
AFG,AFG.3_1,internet_women,0.09,0.041,2019-01
AFG,AFG.3_1,internet_men,0.293,0.079,2019-01
AFG,AFG.3_1,internet_fm_ratio,0.213,0.084,2019-01
AFG,AFG.3_1,mobile_women,0.223,0.092,2020-01
AFG,AFG.3_1,mobile_men,0.767,0.042,2020-01
AFG,AFG.3_1,mobile_fm_ratio,0.337,0.079,2020-01
AFG,AFG.3_1,internet_women,0.1,0.043,2020-01
AFG,AFG.3_1,internet_men,0.307,0.078,2020-01
AFG,AFG.3_1,internet_fm_ratio,0.22,0.085,2020-01
AFG,AFG.3_1,mobile_women,0.228,0.094,2021-01
AFG,AFG.3_1,mobile_men,0.755,0.042,2021-01
AFG,AFG.3_1,mobile_fm_ratio,0.356,0.079,2021-01
AFG,AFG.3_1,internet_women,0.108,0.044,2021-01
AFG,AFG.3_1,internet_men,0.315,0.076,2021-01
AFG,AFG.3_1,internet_fm_ratio,0.233,0.086,2021-01
AFG,AFG.3_1,mobile_women,0.128,0.096,2022-01
AFG,AFG.3_1,mobile_men,0.661,0.042,2022-01
AFG,AFG.3_1,mobile_fm_ratio,0.294,0.079,2022-01
AFG,AFG.3_1,internet_women,0.075,0.041,2022-01
AFG,AFG.3_1,internet_men,0.298,0.067,2022-01
AFG,AFG.3_1,internet_fm_ratio,0.181,0.08,2022-01
AFG,AFG.3_1,mobile_women,0.105,0.097,2023-01
AFG,AFG.3_1,mobile_men,0.654,0.041,2023-01
AFG,AFG.3_1,mobile_fm_ratio,0.289,0.079,2023-01
AFG,AFG.3_1,internet_women,0.071,0.039,2023-01
AFG,AFG.3_1,internet_men,0.3,0.062,2023-01
AFG,AFG.3_1,internet_fm_ratio,0.179,0.078,2023-01
AFG,AFG.3_1,mobile_women,0.154,0.099,2024-01
AFG,AFG.3_1,mobile_men,0.663,0.041,2024-01
AFG,AFG.3_1,mobile_fm_ratio,0.305,0.079,2024-01
AFG,AFG.3_1,internet_women,0.096,0.042,2024-01
AFG,AFG.3_1,internet_men,0.316,0.071,2024-01
AFG,AFG.3_1,internet_fm_ratio,0.194,0.082,2024-01
AFG,AFG.3_1,mobile_women,0.169,0.099,2024-02
AFG,AFG.3_1,mobile_men,0.669,0.041,2024-02
AFG,AFG.3_1,mobile_fm_ratio,0.31,0.079,2024-02
AFG,AFG.3_1,internet_women,0.103,0.044,2024-02
AFG,AFG.3_1,internet_men,0.329,0.073,2024-02
AFG,AFG.3_1,internet_fm_ratio,0.199,0.083,2024-02
AFG,AFG.3_1,mobile_women,0.163,0.099,2024-03
AFG,AFG.3_1,mobile_men,0.668,0.041,2024-03
AFG,AFG.3_1,mobile_fm_ratio,0.308,0.079,2024-03
AFG,AFG.3_1,internet_women,0.1,0.043,2024-03
AFG,AFG.3_1,internet_men,0.327,0.072,2024-03
AFG,AFG.3_1,internet_fm_ratio,0.197,0.083,2024-03
AFG,AFG.3_1,mobile_women,0.168,0.099,2024-04
AFG,AFG.3_1,mobile_men,0.669,0.041,2024-04
AFG,AFG.3_1,mobile_fm_ratio,0.31,0.079,2024-04
AFG,AFG.3_1,internet_women,0.102,0.043,2024-04
AFG,AFG.3_1,internet_men,0.328,0.073,2024-04
AFG,AFG.3_1,internet_fm_ratio,0.198,0.083,2024-04
AFG,AFG.3_1,mobile_women,0.171,0.099,2024-05
AFG,AFG.3_1,mobile_men,0.67,0.041,2024-05
AFG,AFG.3_1,mobile_fm_ratio,0.311,0.079,2024-05
AFG,AFG.3_1,internet_women,0.103,0.044,2024-05
AFG,AFG.3_1,internet_men,0.329,0.073,2024-05
AFG,AFG.3_1,internet_fm_ratio,0.199,0.083,2024-05
AFG,AFG.3_1,mobile_women,0.176,0.099,2024-06
AFG,AFG.3_1,mobile_men,0.684,0.041,2024-06
AFG,AFG.3_1,mobile_fm_ratio,0.312,0.079,2024-06
AFG,AFG.3_1,internet_women,0.104,0.044,2024-06
AFG,AFG.3_1,internet_men,0.334,0.074,2024-06
AFG,AFG.3_1,internet_fm_ratio,0.2,0.083,2024-06
AFG,AFG.3_1,mobile_women,0.166,0.099,2024-07
AFG,AFG.3_1,mobile_men,0.667,0.041,2024-07
AFG,AFG.3_1,mobile_fm_ratio,0.309,0.079,2024-07
AFG,AFG.3_1,internet_women,0.1,0.043,2024-07
AFG,AFG.3_1,internet_men,0.322,0.073,2024-07
AFG,AFG.3_1,internet_fm_ratio,0.197,0.083,2024-07
AFG,AFG.3_1,mobile_women,0.16,0.099,2024-08
AFG,AFG.3_1,mobile_men,0.677,0.041,2024-08
AFG,AFG.3_1,mobile_fm_ratio,0.307,0.079,2024-08
AFG,AFG.3_1,internet_women,0.098,0.043,2024-08
AFG,AFG.3_1,internet_men,0.326,0.071,2024-08
AFG,AFG.3_1,internet_fm_ratio,0.196,0.081,2024-08
AFG,AFG.3_1,mobile_women,0.158,0.099,2024-09
AFG,AFG.3_1,mobile_men,0.693,0.041,2024-09
AFG,AFG.3_1,mobile_fm_ratio,0.311,0.079,2024-09
AFG,AFG.3_1,internet_women,0.101,0.044,2024-09
AFG,AFG.3_1,internet_men,0.331,0.07,2024-09
AFG,AFG.3_1,internet_fm_ratio,0.194,0.081,2024-09
AFG,AFG.3_1,mobile_women,0.167,0.099,2024-10
AFG,AFG.3_1,mobile_men,0.696,0.041,2024-10
AFG,AFG.3_1,mobile_fm_ratio,0.313,0.079,2024-10
AFG,AFG.3_1,internet_women,0.105,0.045,2024-10
AFG,AFG.3_1,internet_men,0.344,0.071,2024-10
AFG,AFG.3_1,internet_fm_ratio,0.196,0.082,2024-10
AFG,AFG.3_1,mobile_women,0.173,0.099,2024-11
AFG,AFG.3_1,mobile_men,0.681,0.041,2024-11
AFG,AFG.3_1,mobile_fm_ratio,0.311,0.079,2024-11
AFG,AFG.3_1,internet_women,0.103,0.044,2024-11
AFG,AFG.3_1,internet_men,0.334,0.073,2024-11
AFG,AFG.3_1,internet_fm_ratio,0.2,0.082,2024-11
AFG,AFG.4_1,mobile_women,0.37,0.085,2015-01
AFG,AFG.4_1,mobile_men,0.874,0.04,2015-01
AFG,AFG.4_1,mobile_fm_ratio,0.38,0.064,2015-01
AFG,AFG.4_1,internet_women,0.2,0.069,2015-01
AFG,AFG.4_1,internet_men,0.401,0.083,2015-01
AFG,AFG.4_1,internet_fm_ratio,0.322,0.076,2015-01
AFG,AFG.4_1,mobile_women,0.375,0.086,2016-01
AFG,AFG.4_1,mobile_men,0.876,0.04,2016-01
AFG,AFG.4_1,mobile_fm_ratio,0.389,0.064,2016-01
AFG,AFG.4_1,internet_women,0.209,0.07,2016-01
AFG,AFG.4_1,internet_men,0.407,0.084,2016-01
AFG,AFG.4_1,internet_fm_ratio,0.312,0.076,2016-01
AFG,AFG.4_1,mobile_women,0.389,0.088,2017-01
AFG,AFG.4_1,mobile_men,0.88,0.04,2017-01
AFG,AFG.4_1,mobile_fm_ratio,0.409,0.064,2017-01
AFG,AFG.4_1,internet_women,0.218,0.07,2017-01
AFG,AFG.4_1,internet_men,0.419,0.084,2017-01
AFG,AFG.4_1,internet_fm_ratio,0.321,0.077,2017-01
AFG,AFG.4_1,mobile_women,0.398,0.09,2018-01
AFG,AFG.4_1,mobile_men,0.879,0.04,2018-01
AFG,AFG.4_1,mobile_fm_ratio,0.424,0.064,2018-01
AFG,AFG.4_1,internet_women,0.228,0.07,2018-01
AFG,AFG.4_1,internet_men,0.436,0.084,2018-01
AFG,AFG.4_1,internet_fm_ratio,0.342,0.077,2018-01
AFG,AFG.4_1,mobile_women,0.39,0.092,2019-01
AFG,AFG.4_1,mobile_men,0.878,0.04,2019-01
AFG,AFG.4_1,mobile_fm_ratio,0.429,0.064,2019-01
AFG,AFG.4_1,internet_women,0.24,0.067,2019-01
AFG,AFG.4_1,internet_men,0.454,0.082,2019-01
AFG,AFG.4_1,internet_fm_ratio,0.345,0.075,2019-01
AFG,AFG.4_1,mobile_women,0.368,0.093,2020-01
AFG,AFG.4_1,mobile_men,0.834,0.04,2020-01
AFG,AFG.4_1,mobile_fm_ratio,0.435,0.064,2020-01
AFG,AFG.4_1,internet_women,0.258,0.072,2020-01
AFG,AFG.4_1,internet_men,0.466,0.081,2020-01
AFG,AFG.4_1,internet_fm_ratio,0.36,0.076,2020-01
AFG,AFG.4_1,mobile_women,0.37,0.095,2021-01
AFG,AFG.4_1,mobile_men,0.804,0.041,2021-01
AFG,AFG.4_1,mobile_fm_ratio,0.451,0.064,2021-01
AFG,AFG.4_1,internet_women,0.27,0.074,2021-01
AFG,AFG.4_1,internet_men,0.471,0.08,2021-01
AFG,AFG.4_1,internet_fm_ratio,0.391,0.078,2021-01
AFG,AFG.4_1,mobile_women,0.225,0.097,2022-01
AFG,AFG.4_1,mobile_men,0.771,0.041,2022-01
AFG,AFG.4_1,mobile_fm_ratio,0.362,0.064,2022-01
AFG,AFG.4_1,internet_women,0.227,0.069,2022-01
AFG,AFG.4_1,internet_men,0.449,0.07,2022-01
AFG,AFG.4_1,internet_fm_ratio,0.31,0.072,2022-01
AFG,AFG.4_1,mobile_women,0.204,0.098,2023-01
AFG,AFG.4_1,mobile_men,0.769,0.04,2023-01
AFG,AFG.4_1,mobile_fm_ratio,0.357,0.064,2023-01
AFG,AFG.4_1,internet_women,0.218,0.065,2023-01
AFG,AFG.4_1,internet_men,0.45,0.066,2023-01
AFG,AFG.4_1,internet_fm_ratio,0.309,0.07,2023-01
AFG,AFG.4_1,mobile_women,0.255,0.1,2024-01
AFG,AFG.4_1,mobile_men,0.778,0.04,2024-01
AFG,AFG.4_1,mobile_fm_ratio,0.376,0.064,2024-01
AFG,AFG.4_1,internet_women,0.263,0.074,2024-01
AFG,AFG.4_1,internet_men,0.483,0.074,2024-01
AFG,AFG.4_1,internet_fm_ratio,0.346,0.073,2024-01
AFG,AFG.4_1,mobile_women,0.27,0.1,2024-02
AFG,AFG.4_1,mobile_men,0.779,0.04,2024-02
AFG,AFG.4_1,mobile_fm_ratio,0.382,0.064,2024-02
AFG,AFG.4_1,internet_women,0.276,0.077,2024-02
AFG,AFG.4_1,internet_men,0.492,0.076,2024-02
AFG,AFG.4_1,internet_fm_ratio,0.356,0.074,2024-02
AFG,AFG.4_1,mobile_women,0.264,0.1,2024-03
AFG,AFG.4_1,mobile_men,0.781,0.04,2024-03
AFG,AFG.4_1,mobile_fm_ratio,0.379,0.064,2024-03
AFG,AFG.4_1,internet_women,0.269,0.076,2024-03
AFG,AFG.4_1,internet_men,0.488,0.075,2024-03
AFG,AFG.4_1,internet_fm_ratio,0.351,0.074,2024-03
AFG,AFG.4_1,mobile_women,0.268,0.1,2024-04
